staff_id,staff_gpn,staff_bu_code
75526,CN011020450,CN403
75527,CN011020459,CN403
75528,CN011020476,CN405
75529,CN011020485,CN403
75531,CN011020493,CN403
75532,CN011020512,CN403
75533,CN011020518,CN403
75534,CN011020530,CN403
75535,CN011020535,CN403
75536,CN011020537,CN416
75540,CN011020637,CN403
75550,CN011020827,CN403
75587,CN011022158,CN403
75590,HK011022177,HK001
75618,HK011022755,HK001
75643,HK011023832,HK001
75645,CN011023864,CN403
75650,CN011023907,CN403
78895,CN010782844,CN403
143864,CN011024700,CN403
151863,CN011020490,CN405
184862,CN011020208,CN405
185861,CN011006714,CN403
195863,HK011021556,HK001
196861,CN011020239,CN405
209862,HK011024084,HK001
212863,CN011021785,CN413
226490,CN011024257,CN403
238492,CN010713700,CN403
238498,CN010715867,CN403
238508,HK011022524,HK001
238511,CN011020548,CN405
238533,CN011020369,CN405
238561,HK010692041,HK001
238567,CN010716688,CN403
238569,CN011020483,CN403
238580,CN011020508,CN405
243064,CN010608304,CN401
243618,HK010623630,HK001
243645,HK010624255,HK001
244196,CN010690430,CN401
244363,HK010697495,HK001
244364,HK010697501,HK001
244555,HK010687214,HK040
244623,CN010690359,CN401
244625,CN010690384,CN403
244632,CN010690575,CN403
245086,CN010713301,CN426
245091,CN010713608,CN407
245093,CN010713613,CN407
245112,CN010713644,CN406
245113,CN010713648,CN405
245133,CN010713303,CN419
245151,CN010713761,CN403
245152,CN010713764,CN428
245154,CN010713770,CN403
245157,CN010713779,CN403
245162,CN010713798,CN403
245163,CN010713808,CN403
245176,CN010713824,CN403
245199,CN010713695,CN403
245201,CN010713713,CN403
245210,CN010713727,CN403
245222,CN010713742,CN403
245227,CN010713765,CN403
245230,CN010713801,CN403
245239,CN010713878,CN411
245258,CN010714332,CN401
245260,CN010714335,CN401
245262,CN010714338,CN401
245265,CN010713999,CN410
245268,CN010714016,CN420
245270,CN010714018,CN417
245278,CN010714322,CN401
245288,CN010714377,CN401
245294,CN010714342,CN401
245318,CN010714413,CN401
245370,CN010714478,CN401
245443,CN010715997,CN401
245452,CN010716038,CN401
245453,CN010716040,CN401
245467,CN010715539,CN401
245493,CN010716070,CN401
245499,CN010716094,CN401
245501,CN010716099,CN401
245508,CN010716125,CN401
245523,CN010716191,CN401
245529,CN010715780,CN405
245543,CN010716250,CN401
245552,CN010716280,CN401
245566,CN010715807,CN403
245571,CN010716436,CN417
245577,CN010716463,CN403
245602,CN010715887,CN405
245607,CN010715908,CN403
245609,CN010715914,CN409
245630,CN010715982,CN401
245632,CN010715988,CN401
245634,CN010716533,CN415
245653,CN010716046,CN401
245672,CN010716103,CN401
245687,CN010716574,CN403
245748,CN010716311,CN401
245773,CN010716626,CN403
245789,CN010716515,CN403
245792,CN010716711,CN411
245815,CN010716595,CN403
245827,CN010716686,CN403
245845,CN010716964,CN403
245850,CN010716920,CN403
245917,CN011001299,CN403
245919,CN011001306,CN407
245952,CN011001429,CN403
245973,CN011001570,CN407
245981,CN011001620,CN403
245982,CN011001625,CN401
245987,CN011001677,CN403
246069,HK011001863,HK001
246089,CN011001967,CN405
246107,CN011001486,CN405
246110,CN011001511,CN426
246114,HK011002017,HK001
246123,HK011002053,HK001
246125,HK011002061,HK001
246130,HK011002064,HK001
246217,HK011001722,HK001
246242,HK011001823,HK001
246258,HK011001882,HK001
246285,HK011002366,HK001
246318,CN011002405,CN401
246336,CN011002427,CN401
246353,CN011002337,CN401
246356,CN011002345,CN401
246359,CN011002352,CN416
246390,HK011002456,HK001
246442,CN011002710,CN403
246468,CN011002762,CN401
246926,CN011001079,CN403
246993,CN010714380,CN401
247029,CN010714440,CN401
247096,HK011005050,HK001
247102,CN011004626,CN401
247116,CN011004680,CN403
247166,HK011005030,HK001
247172,CN011005108,CN401
247209,HK011005291,HK001
247226,HK011005247,HK001
247232,HK011005252,HK001
247301,CN011005750,CN401
247308,CN010715854,CN403
247312,CN011005772,CN401
247315,CN011005776,CN401
247375,CN010716012,CN401
247382,CN010716051,CN412
247399,CN010716092,CN401
247453,CN010716229,CN401
247475,CN011006102,CN401
247531,CN010716293,CN401
247566,CN011006520,CN411
247569,CN011006529,CN403
247619,CN011002760,CN401
247667,CN011002988,CN415
247689,CN011003065,CN401
247692,CN011003076,CN401
247746,CN011003277,CN401
247821,CN011003533,CN401
247846,HK011003249,HK001
247867,HK011003653,HK001
248009,CN011003642,CN401
248034,CN011003833,CN401
248052,CN010713605,CN407
248053,CN010713606,CN407
248055,CN010713617,CN407
248080,CN010713633,CN407
248096,CN011004061,CN407
248113,CN010713678,CN403
248131,CN010713707,CN403
248132,CN010713709,CN403
248187,CN010713768,CN403
248196,CN010713784,CN403
248214,CN011004169,CN403
248236,CN010713832,CN403
248237,CN010713839,CN403
248239,CN010713861,CN413
248252,CN010713958,CN416
248257,CN010714023,CN427
248294,CN011006717,CN403
248297,CN010716510,CN403
248315,CN010716552,CN403
248374,CN011005976,CN401
248462,CN010716679,CN403
248466,CN010716695,CN403
248469,CN010716706,CN403
248535,CN011007188,CN403
248564,CN011006431,CN405
248629,CN010717949,CN403
248648,CN011006702,CN403
248671,CN011006781,CN403
248708,CN011007554,CN407
248740,CN011006853,CN403
248817,CN011001161,CN407
248904,CN011007336,CN403
248907,CN011007349,CN428
249030,CN011012337,CN419
249127,CN011012592,CN403
249193,CN011012828,CN401
249207,CN011012879,CN405
249233,CN011012949,CN403
249246,CN011013040,CN403
249285,CN011004452,CN405
249513,CN011012607,CN401
249517,CN011012619,CN401
249518,CN011012622,CN401
249556,CN011012761,CN401
249577,CN011012834,CN405
249593,CN011012944,CN403
249594,CN011012946,CN403
249611,CN011013032,CN403
249613,CN011013044,CN403
249643,CN011007565,CN413
249667,CN011001595,CN403
249669,CN011001608,CN415
249677,CN011007643,CN403
249686,CN011001617,CN401
249705,CN011001709,CN403
249712,HK011001742,HK001
249745,CN011001770,CN401
249754,CN011001773,CN401
249787,HK011001897,HK001
249793,CN011007702,CN401
249856,HK011002235,HK001
249864,CN011002248,CN401
249873,CN011002292,CN416
249886,CN011002329,CN401
249894,CN011002361,CN405
249914,CN011009384,CN403
249941,CN011002479,CN401
250016,CN011008907,CN403
250044,CN011002641,CN401
250089,CN011010199,CN403
250107,CN011009553,CN403
250172,CN011002818,CN405
250189,CN011002866,CN405
250234,CN011003099,CN403
250269,CN011010953,CN403
250470,CN011013281,CN403
250682,CN011004828,CN403
250732,CN011014087,CN403
250810,CN011014533,CN401
250869,CN011014637,CN401
250872,CN011014641,CN401
250957,CN011014624,CN407
250966,CN011005719,CN401
250984,CN011005770,CN401
250985,CN011005778,CN401
251014,CN011005806,CN401
251053,CN011014916,CN422
251066,CN011005951,CN401
251069,CN011015248,CN413
251112,CN011006093,CN420
251196,CN011015245,CN413
251197,CN011015247,CN413
251225,HK011015705,HK001
251299,CN011016148,CN403
251312,HK011016237,HK001
251344,CN011006459,CN407
251379,CN011006562,CN416
251438,HK011015498,HK001
251485,CN011015597,CN430
251497,CN011006790,CN401
251505,CN011006834,CN403
251533,CN011006962,CN403
251548,CN011016855,CN403
251555,CN011007006,CN403
251560,CN011007027,CN403
251561,CN011016857,CN401
251578,CN011016904,CN403
251595,CN011015733,CN403
251624,HK011017326,HK001
251630,CN011017401,CN401
251648,CN011007072,CN405
251658,HK011007148,HK001
251666,CN011015877,CN403
251688,HK011017691,HK001
251750,CN011007351,CN410
251753,CN011007375,CN401
251765,CN011016126,CN410
251788,CN011007503,CN403
251789,CN011007505,CN403
251816,CN011018112,CN403
251828,CN011007601,CN403
251866,HK011007726,HK001
252091,CN011009243,CN405
252109,HK011019507,HK001
252212,CN011020225,CN405
252213,CN011020233,CN405
252214,CN011020259,CN405
252265,CN011020422,CN405
252276,CN011020446,CN405
252857,CN011020203,CN405
252858,CN011020230,CN405
252859,CN011020246,CN405
253012,CN011012649,CN401
253043,CN011012798,CN401
253470,CN011024358,CN403
253482,CN011014018,CN403
253525,CN011014220,CN407
253549,CN011014364,CN403
253550,CN011014375,CN403
253570,CN011014482,CN417
253576,CN011014521,CN401
253578,CN011014532,CN401
253582,CN011014563,CN401
253631,CN011014809,CN403
253653,CN011014906,CN422
253694,HK011015227,HK001
253697,CN011015250,CN416
253713,CN011015432,CN416
253730,CN011015556,CN412
253737,CN011015598,CN430
253869,CN011016569,CN419
253870,CN011016571,CN410
253871,CN011016573,CN416
253888,CN011016681,CN401
253970,HK011017297,HK001
254013,CN011017717,CN409
254021,CN011017829,CN401
254031,CN011017954,CN419
254056,CN011018277,CN407
254114,CN011018701,CN401
254209,CN011020207,CN405
254210,CN011020255,CN405
254216,CN011020372,CN405
254217,CN011020470,CN405
254402,CN011022378,CN401
254404,CN011022391,CN401
254467,HK011024125,HK001
255212,CN010432333,CN403
256668,CN010713610,CN407
256675,CN010713636,CN405
256687,CN010713690,CN403
256692,CN010713721,CN403
256696,CN010713729,CN403
256697,CN010713734,CN403
256700,CN010713750,CN403
256707,CN010713781,CN403
256714,CN010713828,CN403
256717,CN010713848,CN403
256718,CN010713850,CN403
256726,CN010713933,CN419
256729,CN010713946,CN416
256731,CN010713952,CN416
256734,CN010713966,CN413
256755,CN010714346,CN401
256767,CN010714418,CN401
256772,CN010714430,CN401
256790,CN010714512,CN415
256846,CN010715880,CN405
256848,CN010715888,CN401
256856,CN010715918,CN409
256859,CN010715929,CN401
256871,CN010715999,CN401
256885,CN010716042,CN401
256896,CN010716091,CN401
256901,CN010716111,CN401
256903,CN010716126,CN401
256967,CN010716529,CN403
256975,CN010716559,CN403
256998,CN010716659,CN403
257013,CN010716714,CN417
257014,CN010716716,CN403
257017,CN010716910,CN413
257023,CN010716928,CN403
257030,CN010716948,CN403
257062,CN010717985,CN403
257100,CN010720096,CN419
257295,CN010693718,CN409
257312,CN010694448,CN401
257406,CN011001480,CN405
257412,CN011001501,CN411
257418,CN011001537,CN413
257433,CN011001644,CN405
257438,CN011001691,CN403
257451,HK011001739,HK001
257465,CN011001822,CN407
257479,CN011001901,CN403
257535,CN011002291,CN401
257537,CN011002299,CN401
257550,HK011002388,HK001
257558,CN011002426,CN403
257576,CN011002516,CN401
257615,CN011002761,CN401
257618,CN011002769,CN405
257623,CN011002777,CN401
257663,CN011003027,CN401
257749,CN011003545,CN403
257766,HK011003655,HK001
257812,CN011003976,CN403
257941,HK011005038,HK001
258014,CN011005721,CN401
258016,CN011005732,CN401
258088,CN011011995,CN405
258125,CN011012341,CN401
258167,CN011012542,CN401
258178,CN011012594,CN401
258179,CN011012600,CN401
258201,CN011012758,CN401
258226,CN011012897,CN412
258236,CN011012950,CN403
258254,CN011013033,CN403
258256,CN011013042,CN403
258264,CN011013105,CN407
258278,CN011013175,CN407
258365,CN011013688,CN407
258453,CN011014127,CN403
258464,CN011014219,CN407
258485,CN011014374,CN403
258502,CN011014492,CN417
258509,CN011014542,CN401
258568,CN011014928,CN413
258613,CN011015179,CN407
258627,CN011015240,CN416
258628,CN011015243,CN413
258629,CN011015244,CN413
258638,HK011015294,HK070
258667,CN011005827,CN401
258710,CN011006033,CN405
258722,CN011006125,CN401
258724,CN011006135,CN401
258760,CN011006490,CN407
258770,CN011006530,CN401
258800,CN011006745,CN403
258817,CN011006841,CN410
258853,CN011007019,CN403
258854,CN011007021,CN403
258896,CN011007219,CN403
258965,CN011007746,CN401
259038,CN011008909,CN403
259052,CN011009236,CN425
259067,CN011009525,CN401
259168,CN011015618,CN403
259206,CN011015885,CN411
259233,CN011016128,CN410
259267,CN011016385,CN401
259317,CN011016907,CN403
259351,CN011017179,CN422
259363,HK011017306,HK001
259365,CN011017327,CN413
259379,CN011017468,CN403
259381,CN011017489,CN417
259411,CN011017907,CN428
259415,CN011017950,CN410
259426,CN011018046,CN403
259436,CN011018185,CN403
259450,CN011018283,CN407
259463,CN011018366,CN401
259506,CN011018859,CN401
259585,CN011020204,CN405
259586,CN011020222,CN405
259587,CN011020235,CN405
259592,CN011020436,CN405
259797,CN011022374,CN401
261726,CN010660629,CN405
261727,CN010650376,CN403
261939,"",HK001
261943,CN011020593,CN407
261945,CN011017732,CN403
261951,CN011024595,CN401
261966,HK011024186,HK001
261971,CN011024670,CN714
261974,CN011024853,CN405
261982,HK011024213,HK001
261990,CN011020456,CN405
261994,CN011024479,CN407
261997,HK011022372,HK001
262005,CN011020421,CN405
262012,HK011023959,HK001
264901,"",CN412
265072,"",TW001
265075,"",TW001
265078,"",TW001
265093,"",TW001
265096,"",TW001
265099,"",TW001
265118,"",TW001
265120,"",TW001
265123,"",TW001
265124,"",TW001
265127,"",TW001
265128,"",TW001
265138,"",TW001
265140,"",TW001
265144,"",TW001
265146,"",TW001
265153,"",TW002
265155,"",TW002
265157,"",TW002
265177,"",TW003
265180,"",TW003
265448,"",TW001
265449,"",TW001
265450,"",TW001
265451,"",TW001
265452,"",TW001
265453,"",TW001
265454,"",TW001
265455,"",TW001
265456,"",TW001
265457,"",TW003
265458,"",TW003
265459,"",TW003
265460,"",TW003
265461,"",TW003
265462,"",TW003
265469,"",TW001
265470,"",TW001
265471,"",TW001
265472,"",TW001
265473,"",TW001
265474,"",TW001
265475,"",TW001
265476,"",TW001
265477,"",TW001
265478,"",TW001
265479,"",TW002
265480,"",TW002
265481,"",TW003
265482,"",TW003
265553,CN010015465,CN407
265555,CN011014801,CN403
265556,CN011014805,CN403
265557,CN011016454,CN403
265558,CN011013360,CN403
265559,CN011016586,CN416
265560,HK011024671,HK001
265561,CN011020205,CN405
265562,CN011020211,CN419
265565,CN011020229,CN401
265566,CN011020258,CN419
265568,CN011024777,CN403
265570,CN011024815,CN403
265573,CN011020387,CN403
265574,CN011020488,CN403
265576,CN011021649,CN410
265577,CN011021650,CN410
265579,CN011021660,CN413
265582,CN011021673,CN413
265583,CN011021679,CN413
265584,CN011021693,CN413
265586,CN011021695,CN428
265587,CN011021698,CN416
265588,CN011021700,CN406
265589,CN011021713,CN410
265590,CN011021719,CN415
265591,CN011021722,CN416
265592,CN011021724,CN416
265593,CN011021737,CN413
265594,CN011021738,CN422
265596,CN011021750,CN422
265597,CN011021752,CN428
265598,CN011021755,CN416
265599,CN011021756,CN416
265600,CN011021762,CN422
265601,CN011021769,CN416
265602,CN011021783,CN415
265603,CN011021787,CN419
265604,CN011021805,CN410
265605,CN011021815,CN413
265606,CN011021816,CN428
265607,CN011021836,CN422
265608,CN011021837,CN415
265609,CN011021839,CN429
265610,CN011021841,CN410
265611,CN011021845,CN419
265612,CN011021851,CN406
265613,CN011021868,CN422
265614,CN011021878,CN413
265615,CN011021890,CN416
265616,CN011021891,CN410
265617,CN011022225,CN401
265618,CN011022226,CN401
265619,CN011022230,CN401
265620,CN011022236,CN401
265622,CN011022238,CN401
265623,CN011022247,CN401
265624,CN011022262,CN401
265625,CN011022268,CN401
265626,CN011022286,CN401
265627,CN011022293,CN401
265628,CN011022305,CN401
265629,CN011022307,CN401
265630,CN011022312,CN401
265631,CN011022328,CN401
265632,CN011022329,CN401
265633,CN011022330,CN401
265634,CN011022331,CN401
265635,CN011022343,CN401
265636,CN011022351,CN401
265637,CN011022354,CN401
265638,CN011022356,CN401
265639,CN011022357,CN401
265640,CN011022363,CN401
265641,CN011022369,CN401
265642,CN011022526,CN401
265643,HK011022538,HK001
265644,CN011022549,CN403
265645,CN011022558,CN403
265646,CN011022562,CN403
265647,CN011022576,CN403
265648,CN011022577,CN403
265649,CN011022595,CN403
265650,CN011022612,CN403
265651,CN011022618,CN403
265652,CN011022622,CN403
265653,CN011022643,CN403
265654,CN011022664,CN403
265655,CN011022665,CN403
265656,CN011022674,CN403
265657,CN011022678,CN403
265658,CN011022681,CN403
265659,CN011022720,CN403
265660,CN011022724,CN403
265661,HK011022788,HK001
265663,CN011022886,CN405
265664,CN011022893,CN416
265665,CN011022897,CN405
265666,CN011022901,CN405
265667,CN011022908,CN407
265670,CN011022927,CN405
265671,CN011022934,CN405
265672,CN011022936,CN405
265673,CN011022942,CN407
265674,CN011022966,CN407
265675,CN011022970,CN405
265676,CN011022976,CN407
265677,CN011022981,CN405
265678,CN011022994,CN407
265679,CN011022995,CN405
265680,CN011022999,CN414
265681,CN011023004,CN405
265682,CN011023011,CN407
265683,CN011023014,CN407
265684,CN011023016,CN405
265685,CN011023018,CN416
265686,CN011023040,CN416
265687,CN011023862,CN403
265688,CN011023897,CN403
265689,CN011023940,CN403
265691,CN011023971,CN401
265693,CN011024006,CN403
265694,CN011024011,CN403
265695,CN011024015,CN403
265696,CN011024021,CN403
265697,CN011024027,CN403
265698,CN011024042,CN403
265699,CN011024052,CN403
265700,CN011024088,CN403
265702,CN011024221,CN415
265703,HK011024222,HK001
265704,HK011024225,HK001
265705,HK011024232,HK001
265706,HK011024265,HK001
265709,CN011024280,CN403
265712,CN011024331,CN403
265713,HK011024332,HK001
265714,HK011024339,HK001
265716,HK011024373,HK001
265717,HK011024379,HK001
265718,HK011024384,HK001
265719,HK011024405,HK001
265720,HK011024407,HK001
265721,HK011024409,HK001
265722,HK011024410,HK001
265723,HK011024431,HK070
265724,HK011024434,HK070
265725,HK011024459,HK001
265726,HK011024512,HK001
265727,CN011024558,CN403
265728,CN011020141,CN407
265729,CN011014866,CN403
265730,CN011015246,CN413
265731,CN011015416,CN403
265734,CN011016652,CN413
265735,CN011016674,CN403
265736,CN011020160,CN419
265737,CN011020168,CN419
265738,CN011020171,CN401
265739,CN011020191,CN401
265740,CN011020401,CN403
265741,CN011020451,CN403
265742,CN011017722,CN403
265743,CN011017724,CN413
265744,CN011021627,CN401
265745,CN011021651,CN410
265746,CN011021654,CN410
265747,CN011021665,CN413
265748,CN011021678,CN413
265749,CN011021683,CN413
265752,CN011021721,CN419
265753,CN011021728,CN422
265755,CN011021741,CN413
265756,CN011021757,CN413
265757,CN011021759,CN428
265758,CN011021760,CN428
265759,CN011021768,CN410
265762,CN011021780,CN406
265763,CN011021801,CN410
265764,CN011021802,CN416
265765,CN011021813,CN428
265766,CN011021814,CN416
265767,CN011021832,CN410
265768,CN011021847,CN406
265769,CN011021848,CN416
265770,CN011021853,CN422
265771,CN011021880,CN416
265772,CN011021887,CN406
265774,CN011021906,CN415
265775,CN011022218,CN401
265776,CN011022221,CN401
265777,CN011022227,CN401
265778,CN011022239,CN401
265779,CN011022243,CN401
265780,CN011022246,CN401
265781,CN011022253,CN401
265782,CN011022257,CN401
265783,CN011022260,CN401
265784,CN011022261,CN401
265785,CN011022263,CN401
265786,CN011022267,CN401
265787,CN011022270,CN401
265788,CN011022272,CN401
265789,CN011022282,CN401
265790,CN011022289,CN401
265791,CN011022291,CN401
265792,CN011022308,CN401
265793,CN011022310,CN401
265794,CN011022332,CN401
265795,CN011022345,CN401
265796,CN011022346,CN401
265797,CN011022347,CN401
265800,CN011022368,CN401
265803,CN011022548,CN403
265804,CN011022550,CN403
265805,CN011022553,CN403
265806,CN011022557,CN403
265807,CN011022563,CN403
265808,CN011022586,CN403
265809,CN011022593,CN403
265810,CN011022610,CN403
265811,CN011022615,CN403
265812,CN011022616,CN403
265813,CN011022625,CN403
265814,CN011022631,CN403
265815,CN011022641,CN403
265816,CN011022655,CN403
265817,CN011022668,CN403
265818,CN011022677,CN403
265819,CN011022679,CN403
265820,CN011022682,CN403
265821,CN011022695,CN403
265822,CN011022697,CN403
265823,CN011022700,CN403
265824,CN011022703,CN403
265825,CN011022726,CN403
265826,CN011022727,CN403
265829,CN011022877,CN416
265830,CN011022879,CN405
265831,CN011022881,CN405
265832,CN011022885,CN405
265833,CN011022890,CN407
265834,CN011022903,CN407
265835,CN011022909,CN407
265838,CN011022933,CN405
265839,CN011022944,CN407
265840,CN011022957,CN405
265841,CN011022959,CN405
265842,CN011022962,CN405
265843,CN011022979,CN407
265844,CN011022980,CN405
265845,CN011022991,CN405
265847,CN011023002,CN407
265848,CN011023003,CN407
265849,CN011023194,CN403
265850,CN011023374,CN401
265851,CN011023466,CN401
265852,CN011023565,CN401
265853,CN011023710,CN401
265854,CN011023868,CN403
265855,CN011023875,CN403
265856,CN011023892,CN403
265857,CN011023894,CN403
265858,CN011023896,CN403
265859,CN011024007,CN403
265860,CN011024012,CN403
265861,CN011024016,CN403
265862,CN011024045,CN403
265863,CN011024058,CN403
265864,CN011024070,CN403
265865,CN011024073,CN403
265866,CN011024090,CN403
265868,HK011024223,HK001
265869,HK011024226,HK001
265870,HK011024229,HK001
265871,HK011024231,HK001
265872,CN011024250,CN403
265873,HK011024260,HK001
265877,HK011024333,HK001
265878,HK011024335,HK001
265879,HK011024359,HK001
265880,HK011024364,HK001
265882,HK011024381,HK001
265883,HK011024402,HK001
265884,HK011024441,HK001
265885,HK011024445,HK001
265889,CN011024675,CN403
265891,CN011024791,CN413
265897,CN011021648,CN410
265898,CN011021656,CN410
265900,CN011021680,CN413
265901,CN011021682,CN413
265902,CN011021685,CN413
265903,CN011021689,CN428
265905,CN011021720,CN406
265906,CN011021730,CN428
265907,CN011021732,CN428
265908,CN011021736,CN422
265909,CN011021742,CN429
265910,CN011021743,CN429
265912,CN011021776,CN422
265913,CN011021784,CN410
265914,CN011021797,CN414
265916,CN011021800,CN415
265917,CN011021812,CN410
265918,CN011021825,CN406
265919,CN011021843,CN429
265921,CN011021852,CN413
265922,CN011021861,CN413
265924,CN011021866,CN416
265925,CN011021867,CN416
265926,CN011021870,CN429
265927,CN011021873,CN416
265928,CN011021883,CN422
265929,CN011021886,CN429
265930,CN011021892,CN410
265931,CN011021894,CN416
265932,CN011021899,CN429
265933,CN011021907,CN410
265934,CN011021908,CN419
265935,CN011022219,CN401
265936,CN011022233,CN401
265937,CN011022241,CN401
265938,CN011022244,CN401
265939,CN011022245,CN401
265940,CN011022248,CN401
265941,CN011022252,CN401
265942,CN011022266,CN401
265943,CN011022271,CN401
265944,CN011022278,CN401
265946,CN011022303,CN401
265947,CN011022324,CN401
265948,CN011022326,CN401
265949,CN011022336,CN401
265950,CN011022338,CN401
265951,CN011022350,CN401
265952,CN011022365,CN401
265953,CN011022366,CN401
265954,CN011022534,CN401
265956,CN011022566,CN403
265957,CN011022578,CN403
265958,CN011022584,CN403
265959,CN011022596,CN403
265960,CN011022604,CN403
265961,CN011022605,CN403
265962,CN011022609,CN403
265963,CN011022613,CN403
265964,CN011022614,CN403
265965,CN011022626,CN403
265966,CN011022629,CN403
265967,CN011022652,CN403
265968,CN011022654,CN403
265969,CN011022658,CN403
265970,CN011022663,CN403
265971,CN011022670,CN403
265972,CN011022671,CN403
265973,CN011022673,CN403
265974,CN011022707,CN403
265975,CN011022714,CN403
265976,CN011022717,CN403
265977,CN011022733,CN403
265978,CN011022750,CN401
265979,CN011022756,CN401
265981,CN011022887,CN405
265982,CN011022888,CN405
265983,CN011022889,CN405
265984,CN011022900,CN405
265986,CN011022916,CN405
265987,CN011022924,CN407
265988,CN011022931,CN407
265989,CN011022937,CN407
265990,CN011022938,CN405
265991,CN011022949,CN407
265993,CN011022973,CN407
265995,CN011022984,CN407
265996,CN011022986,CN407
265997,CN011022987,CN405
265998,CN011022990,CN405
265999,CN011022998,CN407
266000,CN011023007,CN407
266001,CN011023008,CN407
266002,CN011023012,CN407
266003,CN011023013,CN405
266004,CN011023015,CN407
266005,CN011023456,CN403
266006,CN011023467,CN401
266007,CN011023737,CN401
266008,CN011023922,CN401
266009,CN011023986,CN403
266010,CN011023987,CN403
266011,CN011023989,CN403
266012,CN011023995,CN403
266013,CN011023997,CN403
266014,CN011023999,CN403
266015,CN011024002,CN403
266016,CN011024025,CN403
266017,CN011024038,CN403
266018,CN011024046,CN403
266019,CN011024057,CN403
266020,CN011024059,CN403
266021,CN011024064,CN403
266022,CN011024235,CN406
266023,HK011024236,HK001
266024,HK011024238,HK001
266025,HK011024245,HK001
266026,CN011024253,CN403
266027,HK011024261,HK001
266028,HK011024271,HK001
266029,CN011024276,CN403
266030,CN011024282,CN403
266031,CN011024312,CN403
266032,HK011024328,HK001
266033,HK011024329,HK001
266035,HK011024337,HK001
266037,HK011024367,HK001
266038,HK011024376,HK001
266040,HK011024387,HK001
266041,HK011024390,HK001
266042,HK011024394,HK001
266043,HK011024412,HK001
266044,HK011024413,HK001
266045,HK011024416,HK001
266046,HK011024418,HK001
266047,HK011024427,HK001
266048,HK011024428,HK070
266050,HK011024437,HK001
266052,HK011024458,HK001
266053,HK011024576,HK001
266054,CN011024608,CN405
266055,CN011024682,CN403
266058,CN011024752,CN403
266060,CN011024800,CN403
266068,CN011014520,CN401
266069,CN011015483,CN422
266070,CN011015650,CN403
266071,CN011017603,CN403
266072,CN011018624,CN403
266078,CN011020162,CN419
266079,CN011020163,CN419
266080,CN011020164,CN419
266081,CN011020166,CN419
266082,CN011020167,CN419
266083,CN011020197,CN401
266084,CN011020198,CN401
266085,CN011020262,CN401
266086,CN011020522,CN416
266087,CN011014384,CN403
266088,CN011014855,CN403
266089,CN011015489,CN422
266090,CN011015651,CN403
266092,CN011023140,CN420
266093,CN011023387,CN417
266094,CN011023275,CN417
266098,CN011023150,CN403
266099,CN011023236,CN412
266100,CN011023329,CN403
266101,CN011023407,CN427
266105,CN011023188,CN412
266107,CN011024056,CN409
266109,CN011024063,CN403
266110,CN011023167,CN401
266111,CN011023330,CN401
266112,CN011023296,CN401
266113,CN011023355,CN401
266114,CN011023368,CN401
266115,CN011023346,CN401
266121,CN011023177,CN403
266122,CN011023397,CN420
266123,CN011023366,CN420
266125,CN011023139,CN401
266126,CN011023192,CN420
266127,CN011023392,CN401
266134,CN011023509,CN407
266137,CN011023098,CN423
266138,CN011024050,CN412
266139,CN011023395,CN427
266140,CN011024049,CN401
266141,CN011024054,CN430
266145,CN011023313,CN401
266151,CN011023436,CN401
266158,CN011023099,CN423
266159,CN011023221,CN427
266169,CN011023241,CN401
266170,CN011023414,CN401
266171,CN011023369,CN401
266172,CN011023191,CN401
266173,CN011023404,CN401
266181,CN011023378,CN401
266182,CN011023279,CN401
266183,CN011023344,CN401
266184,CN011023235,CN401
266186,HK011024338,HK040
266188,HK011024398,HK001
266190,HK011024389,HK001
266192,HK011024423,HK001
266193,HK011024420,HK001
266194,CN011024464,CN409
266203,HK011024361,HK001
266206,HK011024477,HK001
266209,CN011024505,CN401
266210,HK011024526,HK001
266211,HK011024571,HK001
266214,HK011024565,HK001
266216,HK011024302,HK001
266220,HK011024475,HK001
266223,HK011024507,HK001
266224,HK011024529,HK001
266227,HK011024561,HK001
266229,HK011024602,HK001
266230,HK011024597,HK001
266232,HK011024604,HK001
266234,HK011024612,HK001
266235,HK011024584,HK001
266236,HK011024572,HK001
266238,HK011024599,HK001
266240,CN011024629,CN403
266242,HK011024636,HK001
266243,HK011024650,HK001
266246,CN011024077,CN430
266247,CN011023328,CN401
266248,CN011024089,CN407
266253,HK011024237,HK001
266254,HK011024216,HK001
266256,CN011024672,CN403
266257,CN011024673,CN403
266268,CN011024289,CN425
266295,CN011024810,CN401
266303,CN011024832,CN401
266306,HK011024826,HK001
266308,HK011024408,HK001
266310,HK011024500,HK001
266313,HK011024510,HK001
266314,HK011024525,HK001
266315,HK011024581,HK001
266316,CN011024554,CN405
266333,CN011024895,CN407
266338,HK011024893,HK001
266340,HK011024613,HK001
266343,HK011024623,HK001
266344,HK011024633,HK001
266345,HK011024652,HK001
266349,CN011024732,CN412
266350,HK011024710,HK040
266353,HK011024720,HK001
266363,HK011024909,HK001
266366,CN010015141,CN401
266376,HK011024923,HK001
266379,CN011024872,CN403
266389,CN010015193,CN409
266390,CN011003055,CN401
266398,HK011024907,HK001
266399,CN011023377,CN409
266400,HK011024896,HK001
266404,HK011024918,HK001
266420,CN011017709,CN425
266423,CN011020223,CN401
266425,CN011020188,CN401
266427,CN011020378,CN403
266428,CN011020597,CN401
266429,CN011020496,CN403
266431,CN011021875,CN419
266432,CN011021740,CN419
266433,CN011021808,CN419
