staff_id,staff_gpn,staff_bu_code
42064,CN011001134,CN405
42068,CN011001162,CN405
42069,CN011001168,CN401
42070,CN011001188,CN403
42074,CN011001226,CN401
42079,CN011001324,CN401
42082,HK011001384,HK001
42084,CN011001393,CN403
42087,CN011001437,CN401
42089,CN011001465,CN401
42090,CN011001471,CN403
42092,CN011001483,CN401
42093,CN011001484,CN401
42097,CN011001563,CN405
42101,CN011001690,CN401
42104,CN011001729,CN405
42106,CN011001808,CN411
42107,CN011001839,CN406
42109,HK011001872,HK001
42114,CN011001924,CN426
42117,CN011001976,CN403
42121,HK011002022,HK001
42123,CN011002044,CN403
42124,HK011002057,HK001
42128,HK011002108,HK001
42129,CN011002113,CN401
42130,CN011002116,CN411
42131,CN011002121,CN401
42133,CN011002134,CN403
42134,CN011002138,CN403
42135,CN011002143,CN403
42136,CN011002173,CN403
42138,CN011002192,CN403
42140,CN011002195,CN405
42145,HK011002253,HK001
42147,CN011002280,CN410
42148,CN011002313,CN403
42149,CN011002335,CN403
42150,CN011002376,CN403
42151,CN011002389,CN401
42153,CN011002484,CN401
42154,CN011002494,CN401
42157,CN011002531,CN401
42158,CN011002543,CN401
42161,HK011002573,HK001
42164,CN011002648,CN403
42166,HK011002677,HK001
42167,CN011002696,CN403
42168,CN011002698,CN405
42169,CN011002701,CN403
42170,CN011002716,CN405
42176,CN011002893,CN403
42178,CN011002920,CN411
42179,CN011002928,CN401
42182,CN011002959,CN403
42183,CN011002974,CN403
42185,CN011003013,CN401
42187,CN011003038,CN403
42189,CN011003047,CN420
42191,CN011003080,CN403
42192,CN011003096,CN401
42193,CN011003101,CN419
42195,CN011003116,CN403
42197,CN011003130,CN403
42198,CN011003137,CN401
42199,CN011003140,CN417
42201,CN011003194,CN403
42207,CN011003196,CN403
42208,CN011003200,CN401
42209,CN011003202,CN403
42210,CN011003203,CN403
42211,CN011003206,CN416
42217,CN011003216,CN401
42218,CN011003219,CN403
42220,CN011003256,CN401
42237,CN011003308,CN403
42240,CN011003323,CN403
42247,CN011003370,CN401
42250,CN011003392,CN403
42262,CN011003434,CN722
42264,CN011003473,CN403
42285,CN011006646,CN401
42289,CN011006886,CN403
42296,CN011006897,CN401
42297,CN011006913,CN401
42305,CN011007158,CN407
42309,CN011007173,CN407
42310,CN011003484,CN725
42311,HK011003494,HK001
42313,CN011003507,CN403
42314,CN011003517,CN407
42315,CN011003520,CN403
42316,CN011003522,CN403
42318,CN011003534,CN401
42322,CN011003593,CN403
42323,CN011003600,CN401
42341,CN011007357,CN403
42342,CN011007362,CN403
42347,CN011007561,CN403
42348,CN011007564,CN407
42349,CN011007568,CN405
42354,CN011003729,CN401
42355,CN011003753,CN412
42356,CN011003784,CN403
42357,CN011003790,CN401
42359,HK011003823,HK001
42375,CN011003885,CN403
42376,CN011007672,CN401
42377,CN011007678,CN403
42378,CN011007689,CN401
42379,CN011007743,CN403
42380,CN011007751,CN403
42385,CN011007807,CN401
42386,CN011003888,CN403
42387,CN011003890,CN416
42397,CN011003950,CN401
42410,CN011004048,CN403
42412,CN011004068,CN407
42425,CN011004166,CN401
42426,CN011004177,CN403
42435,CN011004210,CN403
42441,CN011007834,CN403
42444,CN011007876,CN406
42448,CN011007905,CN406
42449,CN011007927,CN415
42450,CN011007942,CN401
42452,CN011007969,CN401
42453,CN011004252,CN401
42454,CN011004262,CN403
42456,CN011004269,CN403
42459,CN011004288,CN403
42461,CN011004312,CN401
42472,CN011004338,CN405
42473,CN011007976,CN420
42474,CN011007989,CN401
42475,CN011007993,CN416
42476,CN011008006,CN409
42477,CN011008011,CN410
42479,CN011008032,CN412
42480,CN011008033,CN422
42481,CN011008038,CN401
42482,CN011008042,CN427
42483,CN011008056,CN401
42484,CN011008061,CN401
42485,CN011008062,CN409
42486,CN011008064,CN420
42487,CN011008074,CN401
42504,HK011009420,HK001
42520,CN011009451,CN407
42524,CN011009472,CN412
42525,CN011006706,CN403
42528,CN011006937,CN403
42530,CN011009490,CN403
42532,CN011009495,CN401
42539,CN011006949,CN407
42541,CN011006951,CN401
42542,CN011006954,CN405
42543,HK011006956,HK001
42546,CN011007109,CN401
42555,CN011009542,CN411
42556,CN011009546,CN401
42557,CN011009552,CN401
42561,CN010613985,CN771
42565,CN011009585,CN411
42589,CN011007287,CN403
42590,HK011007318,HK001
42599,HK011009670,HK040
42600,HK011009673,HK001
42601,HK011009675,HK001
42602,CN011007354,CN401
42603,CN011007369,CN403
42605,CN011007404,CN401
42617,CN011007544,CN403
42618,CN011007546,CN401
42620,CN011007560,CN403
42628,CN010616998,CN401
42632,HK011009680,HK001
42634,HK011009692,HK001
42644,CN011009721,CN401
42647,CN010617318,CN411
42659,CN011007662,CN403
42660,CN011007677,CN403
42661,CN011007688,CN405
42666,CN011007723,CN405
42667,CN011007735,CN403
42675,CN011007762,CN401
42677,CN011007774,CN401
42679,CN011007793,CN407
42687,CN011007823,CN403
42688,CN011007825,CN403
42689,CN011007841,CN426
42700,CN011007842,CN426
42701,CN011007844,CN426
42702,CN011007847,CN425
42704,CN011007859,CN415
42707,CN011007867,CN406
42712,HK010619285,HK001
42715,CN011009858,CN407
42717,CN011009871,CN416
42718,CN011009876,CN416
42725,CN011009886,CN411
42730,CN011007915,CN406
42733,CN011009901,CN403
42734,CN011009909,CN428
42735,CN011009956,CN419
42737,CN011007943,CN401
42738,CN011007946,CN401
42739,CN011007949,CN410
42740,CN011007962,CN417
42741,CN011007965,CN401
42743,CN011010002,CN403
42747,CN011007979,CN409
42748,CN011007995,CN411
42749,CN011007999,CN401
42750,CN011008002,CN419
42751,CN011008007,CN403
42752,CN011010023,CN403
42754,CN011010044,CN409
42757,CN011008010,CN410
42758,CN011008015,CN420
42759,CN011008039,CN401
42760,CN011008044,CN419
42761,CN011008045,CN410
42764,CN011010070,CN405
42765,CN011010071,CN405
42766,CN011010077,CN417
42769,HK010619707,HK001
42772,CN011010088,CN405
42773,CN011010092,CN405
42774,CN011010104,CN410
42780,CN011010170,CN407
42781,CN011010171,CN405
42783,CN011008047,CN411
42784,CN011008051,CN401
42785,CN011008060,CN401
42786,CN011008071,CN420
42787,CN011008075,CN401
42788,CN011008076,CN409
42789,CN011008094,CN416
42790,CN011008096,CN401
42791,CN011008098,CN401
42792,CN011008099,CN411
42793,CN011008106,CN405
42794,CN011008107,CN405
42796,CN011008121,CN419
42797,CN011008125,CN405
42811,CN011010179,CN405
42812,HK011010187,HK001
42813,HK011010194,HK001
42826,CN011008131,CN413
42827,CN011008133,CN401
42828,CN011008141,CN413
42829,CN011008142,CN405
42830,CN011008157,CN419
42836,CN011008158,CN423
42837,CN011008162,CN405
42838,CN011008190,CN422
42839,CN011008191,CN407
42840,CN011008193,CN407
42841,CN011008201,CN407
42842,CN011008211,CN407
42843,CN011008220,CN407
42844,CN011008225,CN414
42845,CN011008226,CN407
42846,CN011010207,CN405
42848,CN011010223,CN403
42852,HK010622097,HK001
42856,CN011010250,CN426
42857,CN011010255,CN415
42859,CN011010259,CN415
42860,CN010622223,CN403
42862,CN010622570,CN403
42870,CN011008237,CN407
42871,CN011008239,CN413
42872,CN011008262,CN422
42873,CN011008269,CN405
42874,CN011008270,CN401
42875,CN011008271,CN413
42877,CN011008290,CN403
42878,CN011008293,CN403
42879,CN011008294,CN403
42880,CN011010282,CN419
42881,HK011010283,HK001
42882,CN011010284,CN419
42883,HK011010285,HK001
42884,HK011010286,HK001
42885,HK010623634,HK001
42889,HK010623715,HK001
42890,CN011008298,CN403
42892,CN011008300,CN403
42893,CN011008313,CN407
42894,CN011008319,CN407
42895,HK010623724,HK001
42898,HK010623757,HK001
42900,HK010623939,HK001
42901,CN010623943,CN405
42904,HK010624260,HK001
42907,HK011010351,HK001
42908,CN011010356,CN409
42915,HK011010363,HK001
42916,HK011010364,HK001
42917,HK011010365,HK001
42918,HK010624320,HK001
42923,CN011008321,CN407
42924,CN011008332,CN403
42925,CN011008345,CN413
42926,CN011008348,CN403
42927,CN011008355,CN403
42928,CN011008363,CN403
42929,CN011008373,CN403
42930,CN011008377,CN403
42931,CN011008381,CN403
42932,CN011008386,CN401
42937,HK011010412,HK001
42943,HK010624999,HK070
42948,CN011008392,CN403
42950,CN011008398,CN405
42952,CN011008408,CN403
42957,CN011010491,CN401
42958,CN011008411,CN403
42959,CN011008412,CN403
42960,CN011008413,CN403
42961,CN011008423,CN416
42962,CN011008433,CN410
42966,HK011010533,HK001
42968,CN011008438,CN403
42969,CN011008446,CN403
42970,CN011008451,CN403
42971,CN011008455,CN403
42973,CN011010547,CN403
42974,CN011010554,CN411
42975,CN011010556,CN411
42976,CN011008459,CN403
42977,CN011008476,CN403
42978,CN011008483,CN403
42979,CN011008499,CN403
42980,CN011008506,CN403
42981,CN011008509,CN403
42982,CN011008510,CN403
42983,CN011008516,CN403
42984,CN011008525,CN416
42985,CN011008545,CN403
42986,CN011008549,CN403
42987,CN011008550,CN401
42988,CN011008554,CN401
42989,CN011008555,CN427
42990,CN011008560,CN403
42996,CN011008565,CN403
42997,CN011008567,CN403
42998,CN011008577,CN403
42999,CN011008581,CN403
43001,CN011010586,CN405
43002,CN011010593,CN405
43003,CN011010600,CN401
43005,CN011010616,CN410
43006,CN011010620,CN403
43008,CN011010630,CN401
43009,CN011010641,CN407
43010,CN011010644,CN401
43011,CN011008588,CN403
43014,CN011008676,CN419
43015,CN011008678,CN419
43017,CN011010646,CN401
43018,CN011010652,CN401
43024,CN011010672,CN428
43026,CN011010681,CN428
43027,CN011010686,CN412
43030,CN010625428,CN406
43035,HK011010709,HK001
43036,HK011010710,HK001
43038,CN011010716,CN405
43039,CN011010727,CN403
43042,CN011010734,CN405
43044,CN011008680,CN419
43046,CN011008692,CN405
43048,HK011010739,HK001
43050,CN011010764,CN401
43057,CN011008699,CN405
43058,CN011008700,CN403
43060,CN011008710,CN403
43061,CN011008711,CN403
43062,HK011010775,HK001
43063,HK011010788,HK001
43067,CN011008718,CN413
43068,CN011008719,CN403
43069,CN011008727,CN403
43077,CN010626672,CN401
43095,CN010627935,CN403
43098,CN010628236,CN401
43100,CN011010819,CN405
43101,HK011010821,HK001
43102,CN011010822,CN403
43104,CN011010843,CN403
43111,CN011010858,CN401
43112,CN011010868,CN401
43124,CN011008924,CN420
43125,CN011008929,CN401
43129,CN011010882,CN403
43130,CN011010884,CN403
43131,CN011010887,CN403
43139,CN011010930,CN413
43141,CN011010939,CN422
43149,CN011010954,CN422
43150,CN011010956,CN422
43151,CN011010966,CN401
43153,CN011010970,CN428
43158,CN011009029,CN401
43161,CN011009042,CN403
43162,CN011009044,CN401
43175,CN011009148,CN401
43179,CN011010974,CN410
43180,CN011010981,CN403
43181,CN011010987,CN405
43183,CN011010999,CN401
43189,CN011011002,CN403
43190,CN011011005,CN403
43192,CN011011025,CN403
43193,CN011011034,CN401
43197,CN010630484,CN771
43198,HK011009300,HK001
43200,HK011009311,HK001
43203,CN011011035,CN401
43205,HK011011043,HK001
43211,CN011011096,CN401
43212,CN011011103,CN405
43218,CN011011109,CN401
43221,CN011011143,CN405
43223,CN011009373,CN420
43228,CN010630650,CN413
43233,HK011009424,HK001
43237,CN011011144,CN401
43239,CN011011172,CN403
43242,CN010632734,CN401
43247,CN011009470,CN414
43248,CN011009473,CN401
43249,CN011009485,CN401
43253,CN011011199,CN401
43260,HK010634501,HK001
43266,HK011009493,HK001
43270,CN011009506,CN401
43272,CN010634691,CN415
43274,CN010634699,CN415
43283,CN011009561,CN403
43286,CN011011226,CN407
43287,CN011011230,CN407
43288,CN011011234,CN403
43289,CN011011236,CN410
43299,CN010634738,CN415
43304,HK011009634,HK040
43312,CN011011287,CN401
43316,HK011009650,HK001
43317,HK011009669,HK001
43318,CN011009672,CN403
43319,HK011009677,HK001
43322,CN011011308,CN401
43323,CN011011319,CN403
43325,CN011011358,CN401
43328,CN011011371,CN427
43340,CN011011432,CN401
43345,CN011011442,CN416
43352,CN011011465,CN401
43353,CN011011470,CN401
43354,CN011011474,CN401
43356,HK011009689,HK001
43357,HK011009694,HK001
43359,CN011009725,CN401
43360,HK011009728,HK001
43361,CN011011487,CN419
43364,HK011011507,HK001
43369,HK011009750,HK001
43370,HK011009752,HK001
43371,CN011011525,CN401
43374,HK011011551,HK001
43385,CN010639149,CN401
43390,CN011009794,CN401
43397,CN011009834,CN401
43403,CN011009835,CN401
43404,CN011009836,CN401
43406,CN011009840,CN412
43411,CN011009873,CN416
43421,CN011011566,CN401
43422,CN011011568,CN403
43423,CN011011578,CN403
43424,CN011011579,CN401
43425,CN011011584,CN403
43427,CN011009884,CN403
43428,CN011009902,CN410
43429,CN011009911,CN403
43430,CN011009920,CN413
43431,CN010640881,CN726
43433,CN011011587,CN403
43435,CN011011651,CN403
43436,CN010640890,CN726
43438,CN010640894,CN726
43439,CN011009930,CN405
43443,CN011009968,CN412
43445,CN011009970,CN401
43446,CN011009972,CN401
43447,HK011009982,HK001
43453,CN011011694,CN401
43454,CN011011705,CN401
43457,CN011011722,CN430
43458,CN011011726,CN428
43459,CN010640903,CN726
43460,CN010640907,CN726
43461,CN011011729,CN403
43463,CN011011736,CN417
43465,CN011011740,CN416
43471,CN010640962,CN426
43473,CN011009997,CN401
43474,CN011010003,CN403
43477,CN011011743,CN403
43479,CN011011751,CN403
43480,CN011011754,CN403
43481,CN011011755,CN411
43483,CN010640964,CN426
43484,CN010640973,CN420
43485,CN010640976,CN426
43487,CN011010029,CN407
43488,CN011010042,CN427
43489,CN011010058,CN427
43490,CN011010060,CN427
43494,CN011010082,CN405
43496,CN011010096,CN417
43497,CN010640985,CN426
43499,CN010640995,CN426
43501,CN010641006,CN426
43502,CN011010113,CN426
43504,CN011010140,CN401
43505,CN011010146,CN405
43506,CN011010162,CN407
43507,CN011011757,CN416
43510,CN011011766,CN403
43514,CN011011794,CN428
43517,CN011010172,CN407
43518,HK011010185,HK001
43519,CN011010192,CN405
43521,CN010641015,CN426
43523,CN010641021,CN426
43525,CN010641038,CN426
43526,CN011011804,CN401
43527,CN011011806,CN405
43531,CN010641040,CN426
43532,CN010641041,CN426
43533,CN010641056,CN426
43537,CN011011844,CN405
43541,CN011011855,CN405
43542,CN011011878,CN403
43543,CN011011884,CN401
43544,CN011011888,CN403
43545,CN011011894,CN403
43546,CN011011895,CN401
43547,CN011011905,CN403
43548,CN011011906,CN401
43549,CN011011930,CN401
43550,HK011011945,HK001
43551,CN011011947,CN403
43552,CN011011950,CN403
43554,CN011011964,CN401
43555,CN011011971,CN430
43556,CN011010200,CN405
43557,CN011010202,CN401
43562,CN011010238,CN403
43564,HK011010260,HK001
43565,CN011010265,CN411
43570,HK011010278,HK001
43572,CN011011986,CN401
43573,CN011012012,CN403
43575,CN011012032,CN405
43576,HK011010287,HK001
43579,HK011010329,HK001
43582,CN010641091,CN426
43586,CN011010337,CN401
43588,CN011010344,CN401
43593,CN011012035,CN401
43594,CN011012041,CN410
43596,CN011012061,CN405
43604,CN011010370,CN722
43605,CN011010373,CN401
43606,HK011010385,HK001
43608,HK011010390,HK001
43609,HK011010392,HK001
43611,HK011010396,HK001
43612,HK011012081,HK001
43613,HK011012117,HK001
43617,HK011010399,HK001
43618,CN011010403,CN406
43620,HK011010419,HK001
43626,HK011012129,HK001
43628,CN011012142,CN401
43640,CN010641197,CN726
43642,CN011012195,CN413
43643,CN011012199,CN401
43645,CN011012207,CN403
43646,CN010641198,CN726
43650,CN011012211,CN403
43652,CN011012278,CN401
43653,CN011012279,CN401
43660,CN011012290,CN401
43661,CN011012291,CN403
43663,CN011012330,CN405
43665,CN011012362,CN405
43666,CN011012558,CN411
43668,CN011012678,CN401
43674,CN011012710,CN405
43682,HK011010499,HK001
43686,CN011012935,CN403
43687,CN011012938,CN412
43690,CN011010514,CN416
43695,CN010641611,CN407
43697,CN011012945,CN405
43699,CN011013018,CN401
43700,HK011013051,HK001
43703,HK011010530,HK001
43704,CN011010537,CN403
43707,CN011013092,CN401
43709,CN011013125,CN405
43710,CN011013135,CN405
43712,CN011010563,CN419
43721,CN011013229,CN430
43722,CN011013267,CN401
43725,CN011013320,CN407
43728,CN010641650,CN401
43729,CN010641655,CN401
43734,CN011013364,CN405
43738,CN011013389,CN407
43739,CN011013475,CN410
43740,HK011013494,HK001
43742,CN011010588,CN405
43743,CN011010596,CN401
43744,CN011010598,CN401
43745,CN011010604,CN401
43746,CN011010609,CN405
43747,CN011010621,CN403
43748,CN011010623,CN417
43749,CN011010627,CN401
43752,CN011013563,CN403
43753,CN011013631,CN403
43754,CN011013635,CN401
43756,CN011010638,CN407
43759,CN011010674,CN428
43760,CN011013662,CN403
43762,CN011013701,CN427
43763,CN011013739,CN407
43765,CN011013821,CN401
43771,CN010641670,CN401
43775,CN011010702,CN403
43777,CN011010713,CN407
43778,CN011010724,CN405
43780,CN011013962,CN401
43782,CN011014124,CN401
43783,CN011014138,CN403
43784,CN010641679,CN401
43790,CN011014176,CN401
43792,CN011014201,CN401
43802,CN011010750,CN415
43803,CN011010754,CN722
43804,CN011014217,CN403
43807,CN011014263,CN403
43808,CN011014266,CN401
43809,CN011010761,CN403
43812,HK011010791,HK001
43814,CN011014287,CN401
43816,HK011014330,HK001
43821,CN011010813,CN405
43822,HK011010820,HK001
43825,CN011014363,CN401
43826,HK011014366,HK001
43828,CN011014403,CN410
43829,CN011010833,CN419
43832,HK011010855,HK001
43833,CN011010860,CN410
43835,CN011014407,CN403
43840,CN010641752,CN401
43844,HK011010869,HK001
43845,CN011010871,CN401
43846,CN011010876,CN401
43847,CN011010881,CN401
43849,CN011014441,CN401
43850,HK011014463,HK001
43851,HK011014474,HK001
43852,CN011014490,CN412
43859,CN011010895,CN420
43861,CN011010903,CN428
43862,CN011010905,CN403
43863,CN011010911,CN405
43869,CN011010928,CN403
43870,CN011010932,CN407
43872,CN011010948,CN422
43874,CN011010960,CN403
43875,CN011010964,CN422
43878,CN011014513,CN401
43879,CN011014567,CN403
43880,CN011014586,CN401
43884,CN011010995,CN403
43885,CN011011008,CN413
43887,HK011011032,HK001
43888,CN011014606,CN401
43889,CN011014652,CN401
43890,HK011014653,HK001
43891,HK011014660,HK001
43892,CN011014667,CN416
43894,HK011011057,HK001
43896,CN011011066,CN409
43897,CN011011067,CN409
43898,CN011014671,CN419
43899,HK011014676,HK001
43900,HK011014687,HK001
43904,HK011014727,HK001
43905,HK011014729,HK001
43910,CN010641810,CN409
43916,CN011014770,CN403
43917,CN011014778,CN401
43920,CN010641828,CN403
43923,CN010641898,CN416
43925,CN010641905,CN403
43927,CN010641907,CN403
43929,HK011011080,HK001
43931,CN011011082,CN403
43935,CN011014800,CN405
43936,CN011014821,CN422
43937,CN011014833,CN403
43938,CN010641910,CN419
43939,CN010641912,CN403
43942,CN010641921,CN403
43944,CN011014850,CN403
43946,CN011014863,CN407
43948,CN010641923,CN403
43950,CN010641928,CN403
43951,CN010641932,CN403
43954,CN010641945,CN403
43955,CN010641951,CN403
43957,CN010641959,CN403
43958,CN011014931,CN401
43959,CN011014935,CN403
43960,CN011014938,CN420
43962,HK011014963,HK001
43964,HK011014967,HK001
43973,CN011014993,CN401
43974,CN011015005,CN403
43976,CN011015012,CN403
43979,CN011011097,CN401
43981,CN011011113,CN405
43987,CN011015023,CN401
43988,HK011015024,HK001
43990,CN011015031,CN403
43999,CN011015101,CN405
44000,CN011015102,CN401
44007,CN011011123,CN407
44009,HK011011139,HK001
44012,CN011015183,CN401
44013,CN011015242,CN413
44014,HK011015253,HK001
44020,CN011011181,CN403
44022,CN011011200,CN401
44029,CN011015299,CN407
44030,HK011015305,HK001
44033,CN011015336,CN405
44034,HK011015339,HK001
44039,HK011011220,HK001
44040,CN011011223,CN401
44041,CN011011242,CN403
44042,CN011011246,CN415
44051,CN011011272,CN403
44057,CN011011301,CN405
44058,CN011011305,CN403
44066,CN011011313,CN428
44067,HK011011327,HK001
44072,CN011011354,CN417
44073,CN011011370,CN403
44079,HK011011393,HK001
44080,CN011011399,CN401
44083,CN011011402,CN401
44089,HK010644947,HK001
44092,CN011011418,CN403
44094,CN011011433,CN403
44105,CN011015346,CN430
44106,CN011015358,CN403
44107,CN011015360,CN401
44108,CN011015364,CN401
44111,CN011015399,CN401
44112,CN011015419,CN403
44113,CN011015445,CN422
44116,CN010646172,CN401
44120,CN011015481,CN403
44121,CN011015491,CN411
44123,HK011015495,HK001
44130,CN011015505,CN401
44132,HK011015511,HK001
44133,HK011015530,HK001
44134,CN011015538,CN401
44136,CN011015543,CN407
44137,CN011015555,CN411
44138,CN011015560,CN405
44139,CN011011450,CN401
44140,CN011011456,CN401
44143,HK011015582,HK001
44151,CN011015696,CN403
44152,HK011015704,HK001
44154,CN011015762,CN403
44155,CN011015783,CN401
44156,CN011015786,CN401
44157,CN011015787,CN403
44159,CN011015814,CN405
44160,CN011015826,CN401
44161,CN011015827,CN401
44162,CN011015828,CN401
44165,HK011015847,HK001
44166,HK011015850,HK001
44167,CN011011502,CN401
44168,CN011011517,CN406
44172,CN011011538,CN416
44173,CN011011548,CN401
44174,CN011011556,CN416
44176,CN011011558,CN401
44177,CN011011561,CN401
44182,CN011015851,CN401
44185,CN011015876,CN401
44186,CN011015880,CN405
44198,CN010647067,CN407
44199,CN010647068,CN407
44204,CN011015953,CN416
44208,CN011016022,CN407
44214,CN011016100,CN405
44216,CN011016110,CN403
44217,CN011016119,CN403
44218,CN011016135,CN401
44219,HK011016136,HK001
44221,CN011016157,CN401
44223,CN011016190,CN401
44224,CN011016192,CN405
44225,CN011016193,CN405
44226,HK011016197,HK001
44228,CN011016201,CN405
44230,HK011016231,HK001
44231,CN011016233,CN409
44233,CN011016238,CN403
44234,CN011016239,CN403
44235,CN011016248,CN430
44237,HK011016252,HK001
44240,HK011016275,HK001
44242,CN011016308,CN420
44243,CN011016321,CN403
44244,HK011016324,HK001
44245,CN011016347,CN401
44246,CN011016356,CN412
44247,HK011016376,HK001
44248,CN011016382,CN428
44250,CN011016406,CN403
44252,HK011016418,HK001
44253,CN011016461,CN401
44256,CN011016480,CN419
44257,HK011016488,HK001
44258,CN011016494,CN403
44259,CN011016509,CN403
44260,CN011016519,CN403
44265,CN011016543,CN407
44266,CN011016545,CN403
44267,HK011016561,HK001
44268,HK011016565,HK001
44269,CN011016578,CN403
44270,CN011016585,CN411
44274,HK011016601,HK001
44275,CN011016604,CN401
44276,HK011016605,HK001
44278,HK011016623,HK001
44279,CN011016628,CN401
44280,HK011016633,HK001
44281,CN011016647,CN401
44283,CN011016664,CN401
44284,CN011016665,CN401
44286,CN011016682,CN403
44287,CN011016688,CN405
44288,HK011016694,HK001
44289,HK011016695,HK001
44290,HK011016705,HK001
44291,HK011016708,HK001
44292,HK011016714,HK001
44293,CN011016715,CN401
44294,HK011016740,HK001
44296,CN011016786,CN429
44297,HK011016802,HK001
44298,HK011016817,HK001
44299,CN011016830,CN405
44303,CN011016845,CN403
44304,HK011016848,HK001
44311,CN011016879,CN403
44313,HK011016889,HK001
44315,CN011011626,CN403
44317,HK011011630,HK001
44318,HK011011635,HK001
44320,CN011011650,CN403
44321,HK011011656,HK001
44323,CN011011678,CN403
44325,CN010647077,CN415
44329,CN011016899,CN405
44331,CN011016925,CN401
44333,CN011011693,CN401
44335,CN011011701,CN401
44336,CN011011709,CN430
44337,CN011011710,CN403
44338,CN011011711,CN403
44339,CN011011718,CN401
44342,CN011011727,CN401
44348,CN011011737,CN403
44354,CN011011774,CN407
44355,CN011011791,CN428
44356,CN011011817,CN407
44357,HK011016933,HK001
44358,HK011016939,HK001
44360,HK011016952,HK001
44361,CN011016953,CN417
44362,CN011016956,CN405
44363,CN011016959,CN405
44366,HK011016972,HK001
44368,CN011011824,CN401
44369,CN011011833,CN401
44372,CN011016973,CN401
44373,CN011016977,CN401
44376,HK011016989,HK001
44377,CN011016998,CN403
44380,CN011017018,CN407
44390,CN011017020,CN405
44392,CN011017033,CN401
44399,CN010649471,CN417
44400,CN011017054,CN405
44402,CN011017079,CN403
44406,CN010649492,CN409
44409,CN010649900,CN403
44410,CN011017116,CN401
44412,CN011017135,CN401
44413,CN011017137,CN403
44416,CN011017161,CN405
44417,CN011017165,CN403
44418,CN011017168,CN401
44419,CN011017169,CN403
44422,CN010649909,CN403
44425,CN011011860,CN401
44426,CN011011864,CN403
44427,CN011011870,CN403
44428,CN011011880,CN401
44429,CN011011887,CN401
44432,CN010650016,CN403
44433,CN010650025,CN401
44436,CN010650062,CN401
44440,CN011017176,CN401
44441,HK011017180,HK040
44445,CN011011889,CN401
44448,CN011011921,CN407
44449,CN011011923,CN401
44452,CN010650374,CN419
44453,CN010650393,CN403
44456,HK011017208,HK001
44457,CN011017211,CN405
44458,CN011017215,CN403
44463,CN010650416,CN403
44465,CN011011926,CN401
44466,HK011011955,HK001
44468,CN011011969,CN427
44472,CN011017226,CN428
44474,HK011017246,HK001
44475,CN011011984,CN403
44476,CN011011990,CN422
44478,CN011012000,CN403
44479,CN011012002,CN405
44480,CN011012011,CN413
44482,CN011012036,CN405
44484,CN011017249,CN429
44487,CN011017277,CN401
44490,CN010650440,CN403
44496,HK011017299,HK001
44498,HK011017319,HK001
44505,CN011017337,CN401
44507,CN011017381,CN407
44508,CN011017396,CN401
44510,CN011017400,CN403
44517,CN011017509,CN401
44519,CN011017515,CN405
44522,CN011017533,CN401
44527,CN011012073,CN413
44532,CN011017562,CN415
44537,CN011012115,CN416
44540,CN011017577,CN401
44543,CN011017587,CN405
44545,CN011012138,CN401
44546,CN011012151,CN420
44548,CN011012157,CN407
44550,CN011012175,CN430
44551,CN011012176,CN401
44552,CN011012189,CN401
44553,CN011012192,CN401
44555,CN011017591,CN407
44566,CN011017625,CN403
44568,CN011017633,CN403
44570,CN011017663,CN403
44579,CN010650468,CN403
44583,CN010650482,CN403
44587,HK011017670,HK001
44588,CN011017711,CN407
44589,CN011017715,CN401
44590,CN011017725,CN405
44591,HK011017729,HK001
44592,HK011017739,HK001
44593,CN011017740,CN401
44595,CN011012263,CN401
44596,HK011012370,HK001
44597,CN011012378,CN405
44609,HK010650706,HK001
44610,HK011017771,HK001
44612,CN011017781,CN401
44614,HK011017793,HK001
44616,CN011012520,CN401
44617,CN011012537,CN405
44620,CN011012742,CN401
44621,CN011012745,CN407
44622,CN011012931,CN401
44624,CN011012948,CN401
44625,CN011012982,CN403
44634,CN011017814,CN401
44636,HK011017828,HK001
44638,CN011017848,CN401
44640,CN011017865,CN407
44644,CN011017895,CN403
44650,CN011017902,CN405
44651,CN011017906,CN405
44654,CN011017919,CN403
44655,CN011013054,CN401
44656,HK011013061,HK001
44658,CN011013126,CN401
44659,CN011013278,CN403
44669,CN011013371,CN403
44670,CN011017922,CN403
44671,HK011017932,HK001
44672,CN011017934,CN405
44673,HK011017935,HK001
44677,CN011017951,CN407
44681,HK011017994,HK001
44684,HK011018026,HK001
44685,CN011013377,CN403
44688,CN011013419,CN405
44696,CN011013519,CN411
44697,CN011013528,CN403
44699,CN011013607,CN405
44700,CN011013629,CN405
44709,HK011018040,HK001
44713,CN011018082,CN401
44715,CN011018099,CN416
44722,CN010650911,CN401
44726,HK011018120,HK001
44727,CN011018121,CN405
44735,HK011018146,HK001
44736,HK011018147,HK001
44738,CN011013805,CN401
44740,CN011013817,CN401
44741,CN011013936,CN401
44742,CN011013996,CN401
44749,CN011014134,CN405
44750,HK011014136,HK001
44754,HK011018171,HK001
44756,HK011018174,HK001
44759,CN011014260,CN401
44760,CN011014265,CN401
44764,CN011014392,CN401
44765,HK011014396,HK001
44767,HK011018187,HK001
44768,HK011018196,HK001
44769,CN011018222,CN405
44770,CN011018246,CN403
44771,CN011018253,CN405
44772,CN011018254,CN403
44773,CN011018269,CN403
44775,CN011014445,CN401
44778,CN011014507,CN401
44779,CN011014510,CN403
44781,CN011014585,CN403
