name_query,code,main_service_line,sub_service_line,engage_nature
AUD2022,22875308,2,1,0
AUD2022,22875323,2,1,0
AUD2022,22875328,2,1,0
INT2022,22875333,2,1,0
AUD2022,22875373,2,1,0
AUD2022,22875403,2,1,0
AUD2022,22875408,2,1,0
AUD2022,22875413,2,1,0
AUD2022,22875423,2,1,0
AUD2022,22875428,2,1,0
QTR2023,22875433,2,1,0
AUD2022,22875438,2,1,0
AUD2022,22875463,2,1,0
AUD2022,22875478,2,1,0
AUD2022,22875488,2,1,0
AUD2022,22875498,2,1,0
AUD2022,22875508,2,1,0
AUD2022,22875513,2,1,0
AUD2022,22875528,2,1,0
AUD2022,22875533,2,1,0
AUD2022,22875553,2,1,0
AUD2022,22875558,2,1,0
AUD2022,22875563,2,1,0
AUD2022,22875568,2,1,0
AUD2022,22875578,2,1,0
AUD2022,22875583,2,1,0
AUD2022,22875593,2,1,0
AUD2022,22875598,2,1,0
AUD2022,22875613,2,1,0
AUD2022,22875618,2,1,0
AUD2022,22875623,2,1,0
AUD2022,22875638,2,1,0
AUD2022,22875643,2,1,0
AUD2022,22875668,2,1,0
AUD2022,22875683,2,1,0
AUD2022,22875688,2,1,0
AUD2022,22875708,2,1,0
AUD2022,22875713,2,1,0
AUD2022,22875718,2,1,0
AUD2022,22875723,2,1,0
AUD2023,22875728,2,1,0
AUD2022,22875733,2,1,0
AUD2022,22875748,2,1,0
AUD2022,22875753,2,1,0
AUD2022,22875763,2,1,0
AUD2022,22875773,2,1,0
AUD2022,22875778,2,1,0
AUD2022,22875783,2,1,0
AUD2022,22875788,2,1,0
AUD2022,22875798,2,1,0
AUD2022,22875803,2,1,0
AUD2022,22875808,2,1,0
AUD2022,22875813,2,1,0
AUD2022,22875823,2,1,0
AUD2022,22875828,2,1,0
AUD2022,22875878,2,1,0
AUD2022,22875883,2,1,0
AUD2022,22875893,2,1,0
AUD2022,22875903,2,1,0
AUD2022,22875908,2,1,0
AUD2022,22875918,2,1,0
QTR2023,22875923,2,1,0
AUD2022,22875948,2,1,0
AUD2022,22875963,2,1,0
AUD2022,22875968,2,1,0
AUD2022,22875978,2,1,0
AUD2022,22875983,2,1,0
AUD2022,22875993,2,1,0
AUD2022,22876003,2,1,0
AUD2022,22876043,2,1,0
AUD2022,22876048,2,1,0
AUD2022,22876053,2,1,0
AUD2022,22876068,2,1,0
AUD2022,22876073,2,1,0
AUD2022,22876078,2,1,0
AUD2022,22876093,2,1,0
AUD2022,22876098,2,1,0
AUD2022,22876108,2,1,0
AUD2022,22876113,2,1,0
AUD2022,22876118,2,1,0
AUD2022,22876123,2,1,0
AUD2022,22876133,2,1,0
AUD2022,22876143,2,1,0
AUD2022,22876153,2,1,0
AUD2022,22876158,2,1,0
AUD2022,22876163,2,1,0
AUD2022,22876168,2,1,0
AUD2022,22876173,2,1,0
AUD2022,22876178,2,1,0
AUD2022,22876188,2,1,0
AUD2022,22876198,2,1,0
AUD2022,22876203,2,1,0
AUD2022,22876218,2,1,0
AUD2022,22876223,2,1,0
AUD2022,22876238,2,1,0
AUD2022,22876243,2,1,0
AUD2022,22876263,2,1,0
AUD2022,22876268,2,1,0
AUD2022,22876273,2,1,0
AUD2022,22876283,2,1,0
AUD2022,22876293,2,1,0
AUD2022,22876298,2,1,0
AUD2022,22876313,2,1,0
AUD2022,22876348,2,1,0
AUD2022,22876358,2,1,0
AUD2022,22876373,2,1,0
AUD2022,22876378,1,1,0
AUD2022,22876383,2,1,0
AUD2022,22876398,2,1,0
AUD2022,22876433,2,1,0
AUD2022,22876453,2,1,0
AUD2022,22876458,2,1,0
AUD2022,22876463,2,1,0
AUD2022,22876478,2,1,0
AUD2022,22876488,2,1,0
AUD2022,22876493,2,1,0
AUD2022,22876498,2,1,0
AUD2022,22876503,2,1,0
AUD2022,22876513,2,1,0
AUD2022,22876518,2,1,0
AUD2022,22876523,2,1,0
AUD2022,22876528,2,1,0
QTR2023,22876533,2,1,0
AUD2022,22876543,2,1,0
AUD2022,22876548,2,1,0
AUD2022,22876553,2,1,0
AUD2022,22876583,2,1,0
AUD2022,22876588,2,1,0
AUD2022,22877053,2,1,0
AUD2022,22877058,2,1,0
AUD2022,22877063,2,1,0
AUD2022,22877068,2,1,0
AUD2022,22877078,2,1,0
AUD2022,22877083,2,1,0
AUD2022,22877088,2,1,0
AUD2022,22877098,2,1,0
AUD2022,22877103,2,1,0
AUD2022,22877108,2,1,0
AUD2022,22877113,2,1,0
AUD2022,22877118,2,1,0
AUD2022,22877128,2,1,0
AUD2022,22877133,2,1,0
AUD2022,22877138,2,1,0
AUD2022,22877153,2,1,0
AUD2022,22877158,2,1,0
AUD2022,22877168,2,1,0
AUD2022,22877173,2,1,0
AUD2022,22877178,2,1,0
AUD2022,22877188,2,1,0
AUD2022,22877198,2,1,0
AUD2022,22877218,2,1,0
AUD2022,22877223,2,1,0
AUD2022,22877228,2,1,0
AUD2022,22877233,2,1,0
AUD2022,22877248,2,1,0
AUD2022,22877253,2,1,0
AUD2022,22877268,2,1,0
AUD2022,22877283,2,1,0
AUD2022,22877288,2,1,0
AUD2022,22877303,2,1,0
AUD2022,22877328,2,1,0
AUD2022,22877338,2,1,0
AUD2022,22877343,2,1,0
AUD2022,22877353,2,1,0
AUD2022,22877358,2,1,0
AUD2022,22877363,2,1,0
AUD2022,22877373,2,1,0
AUD2022,22877378,2,1,0
AUD2022,22877383,2,1,0
AUD2022,22877388,2,1,0
AUD2022,22877398,2,1,0
AUD2022,22877408,2,1,0
AUD2022,22877413,2,1,0
AUD2022,22877423,2,1,0
AUD2022,22877428,2,1,0
AUD2022,22877433,2,1,0
AUD2023,22877438,2,1,0
AUD2022,22877448,2,1,0
AUD2022,22877463,2,1,0
AUD2022,22877468,2,1,0
AUD2022,22877473,2,1,0
AUD2022,22877478,2,1,0
AUD2022,22877483,2,1,0
AUD2022,22877498,2,1,0
AUD2022,22877508,2,1,0
AUD2022,22877518,2,1,0
AUD2022,22877523,2,1,0
AUD2022,22877533,2,1,0
AUD2022,22877548,2,1,0
AUD2022,22877553,2,1,0
AUD2022,22877558,2,1,0
AUD2022,22877568,2,1,0
AUD2022,22877573,2,1,0
AUD2022,22877583,2,1,0
AUD2022,22877588,2,1,0
AUD2022,22877593,2,1,0
AUD2022,22877598,2,1,0
AUD2022,22877613,2,1,0
AUD2022,22877618,2,1,0
AUD2022,22877623,2,1,0
AUD2022,22877638,2,1,0
AUD2022,22877643,2,1,0
AUD2022,22877648,2,1,0
AUD2022,22877653,2,1,0
AUD2022,22877658,2,1,0
AUD2022,22877663,2,1,0
AUD2023,22877668,2,1,0
AUD2022,22877678,2,1,0
AUD2022,22877683,2,1,0
AUD2022,22877693,2,1,0
AUD2022,22877698,2,1,0
AUD2022,22877708,2,1,0
AUD2022,22877733,2,1,0
AUD2022,22877738,2,1,0
AUD2022,22877743,2,1,0
AUD2022,22877748,2,1,0
AUD2022,22877753,2,1,0
AUD2022,22877758,2,1,0
AUD2022,22877763,2,1,0
AUD2022,22877768,2,1,0
AUD2022,22877783,2,1,0
AUD2022,22877788,2,1,0
AUD2022,22877793,2,1,0
AUD2022,22877803,2,1,0
AUD2022,22877808,2,1,0
AUD2022,22877818,2,1,0
AUD2022,22877848,2,1,0
AUD2022,22877853,2,1,0
AUD2022,22877863,2,1,0
AUD2022,22877868,2,1,0
AUD2022,22877883,2,1,0
AUD2022,22877888,2,1,0
AUD2023,22877893,2,1,0
AUD2022,22877903,2,1,0
AUD2022,22877908,2,1,0
AUD2022,22877913,2,1,0
AUD2022,22877923,2,1,0
AUD2023,22877928,2,1,0
AUD2022,22877948,2,1,0
AUD2022,22877953,2,1,0
AUD2022,22877958,2,1,0
AUD2022,22877963,2,1,0
AUD2022,22877973,2,1,0
AUD2022,22877988,2,1,0
AUD2022,22877993,2,1,0
AUD2022,22878013,2,1,0
AUD2022,22878023,2,1,0
AUD2023,22878043,2,1,0
AUD2022,22878048,2,1,0
AUD2022,22878053,2,1,0
AUD2022,22878063,2,1,0
AUD2022,22878068,2,1,0
AUD2022,22878078,2,1,0
AUD2022,22878083,2,1,0
AUD2022,22878088,2,1,0
AUD2022,22878093,2,1,0
AUD2022,22878113,2,1,0
AUD2022,22878118,2,1,0
AUD2023,22878133,2,1,0
AUD2022,22878138,2,1,0
AUD2022,22878143,2,1,0
AUD2022,22878148,2,1,0
AUD2022,22878153,2,1,0
AUD2022,22878158,2,1,0
AUD2022,22878168,2,1,0
AUD2022,22878173,2,1,0
AUD2022,22878178,2,1,0
AUD2022,22878193,2,1,0
AUD2021,23011843,1,1,0
AUD2021,23011853,1,1,0
IPO2020,22871928,2,1,1
AUD2021,22871938,1,1,1
FAA2021,22872043,2,1,1
AUD2022,22872128,2,1,0
AUD2022,22872143,2,1,0
AUD2022,22872148,2,1,0
AUD2022,22872153,2,1,0
AUD2022,22872163,2,1,0
AUD2022,22872183,2,1,0
AUD2022,22872188,2,1,0
AUD2022,22872193,2,1,0
AUD2022,22872198,2,1,0
AUD2022,22872203,2,1,0
AUD2022,22872218,2,1,0
AUD2022,22872243,2,1,0
AUD2022,22872248,2,1,0
AUD2022,22872253,2,1,0
AUD2022,22872258,2,1,0
AUD2022,22872263,2,1,0
AUD2022,22872273,2,1,0
AUD2022,22872303,2,1,0
AUD2022,22872323,2,1,0
AUD2022,22872328,2,1,0
AUD2022,22872333,2,1,0
AUD2022,22872338,2,1,0
AUD2022,22872343,2,1,0
AUD2022,22872358,2,1,0
AUD2022,22872363,2,1,0
AUD2022,22872373,2,1,0
AUD2022,22872378,2,1,0
AUD2022,22872383,2,1,0
AUD2022,22872393,2,1,0
AUD2022,22872403,2,1,0
AUD2022,22872408,2,1,0
AUD2022,22872413,2,1,0
AUD2022,22872418,2,1,0
AUD2022,22872428,2,1,0
AUD2022,22872438,2,1,0
AUD2022,22872448,2,1,0
AUD2022,22872453,2,1,0
AUD2022,22872463,2,1,0
INT2022,22872468,2,1,0
AUD2022,22872473,2,1,0
AUD2022,22872478,2,1,0
AUD2022,22872483,2,1,0
AUD2022,22872513,2,1,0
AUD2022,22872533,2,1,0
AUD2022,22872543,2,1,0
AUD2022,22872548,2,1,0
AUD2022,22872553,2,1,0
AUD2022,22872563,2,1,0
AUD2022,22872568,2,1,0
AUD2022,22872573,2,1,0
AUD2022,22872583,2,1,0
AUD2022,22872593,2,1,0
AUD2022,22872603,2,1,0
AUD2022,22872608,2,1,0
AUD2022,22872613,2,1,0
AUD2022,22872618,2,1,0
AUD2022,22872628,2,1,0
AUD2022,22872638,2,1,0
AUD2022,22872648,2,1,0
AUD2022,22872653,2,1,0
AUD2022,22872658,2,1,0
AUD2022,22872668,2,1,0
AUD2022,22872673,2,1,0
AUD2022,22872678,2,1,0
AUD2022,22872688,2,1,0
AUD2022,22872698,2,1,0
AUD2022,22872703,2,1,0
AUD2022,22872713,2,1,0
AUD2022,22872733,2,1,0
AUD2022,22872738,2,1,0
AUD2022,22872758,2,1,0
AUD2022,22872768,2,1,0
AUD2022,22872773,2,1,0
AUD2022,22872798,2,1,0
AUD2022,22872808,2,1,0
AUD2022,22872838,2,1,0
ADU2022,22872843,2,1,0
AUD2022,22872848,2,1,0
AUD2022,22872858,2,1,0
AUD2022,22872863,2,1,0
AUD2022,22872868,2,1,0
AUD2022,22872873,2,1,0
AUD2022,22872878,2,1,0
AUD2022,22872888,2,1,0
AUD2022,22872893,2,1,0
AUD2022,22872898,2,1,0
AUD2022,22872908,2,1,0
AUD2022,22872913,2,1,0
AUD2022,22872928,2,1,0
AUD2022,22872933,2,1,0
AUD2022,22872938,2,1,0
AUD2022,22872948,2,1,0
AUD2022,22872958,2,1,0
AUD2022,22872968,2,1,0
AUD2022,22872973,2,1,0
AUD2022,22872978,2,1,0
AUD2022,22873008,2,1,0
AUD2022,22873013,2,1,0
AUD2022,22873018,2,1,0
AUD2022,22873028,2,1,0
AUD2022,22873043,2,1,0
AUD2022,22873058,2,1,0
AUD2022,22873068,2,1,0
AUD2022,22873083,2,1,0
AUD2022,22873093,2,1,0
AUD2022,22873103,2,1,0
AUD2022,22873113,2,1,0
AUD2022,22873118,2,1,0
AUD2022,22873133,2,1,0
AUD2022,22873138,2,1,0
AUD2022,22873143,2,1,0
AUD2022,22873148,2,1,0
AUD2022,22873168,2,1,0
AUD2022,22873173,2,1,0
AUD2022,22873178,2,1,0
AUD2022,22873183,2,1,0
AUD2022,22873193,2,1,0
AUD2022,22873198,2,1,0
AUD2022,22873203,2,1,0
AUD2022,22873208,2,1,0
AUD2022,22873213,2,1,0
AUD2022,22873218,2,1,0
AUD2022,22873223,2,1,0
AUD2022,22873233,2,1,0
AUD2022,22873243,2,1,0
AUD2022,22873273,2,1,0
AUD2022,22873278,2,1,0
AUD2022,22873303,2,1,0
AUD2022,22873308,2,1,0
AUD2022,22873313,2,1,0
AUD2022,22873353,2,1,0
AUD2022,22873383,2,1,0
AUD2022,22873388,2,1,0
AUD2022,22873433,2,1,0
AUD2022,22873443,2,1,0
AUD2022,22873453,2,1,0
AUD2022,22873468,2,1,0
AUD2022,22873473,2,1,0
AUD2022,22873493,2,1,0
AUD2022,22873943,2,1,0
AUD2022,22873958,2,1,0
AUD2022,22873983,2,1,0
AUD2022,22873998,2,1,0
AUD2022,22874003,2,1,0
AUD2022,22874008,2,1,0
AUD2022,22874033,2,1,0
AUD2022,22874038,2,1,0
AUD2022,22874053,2,1,0
AUD2022,22874068,2,1,0
AUD2022,22874073,2,1,0
AUD2022,22874088,2,1,0
AUD2022,22874093,2,1,0
AUD2022,22874118,2,1,0
AUD2022,22874123,2,1,0
AUD2022,22874133,2,1,0
AUD2022,22874143,2,1,0
AUD2022,22874148,2,1,0
AUD2022,22874153,2,1,0
AUD2022,22874163,2,1,0
AUD2022,22874168,2,1,0
AUD2022,22874188,2,1,0
AUD2022,22874193,2,1,0
AUD2022,22874203,2,1,0
AUD2022,22874208,2,1,0
AUD2022,22874213,2,1,0
AUD2022,22874233,2,1,0
AUD2022,22874248,2,1,0
AUD2022,22874258,2,1,0
AUD2022,22874333,2,1,0
AUD2022,22874353,2,1,0
AUD2022,22874358,2,1,0
AUD2022,22874363,2,1,0
AUD2022,22874368,1,1,0
AUD2022,22874378,2,1,0
AUD2022,22874398,2,1,0
AUD2022,22874408,1,1,0
AUD2022,22874413,2,1,0
AUD2022,22874423,2,1,0
AUD2022,22874428,2,1,0
AUD2022,22874438,2,1,0
AUD2022,22874453,2,1,0
AUD2022,22874463,2,1,0
AUD2022,22874473,2,1,0
AUD2022,22874478,2,1,0
AUD2022,22874483,2,1,0
AUD2022,22874488,2,1,0
AUD2022,22874503,2,1,0
AUD2022,22874523,2,1,0
AUD2022,22874528,2,1,0
AUD2022,22874533,2,1,0
AUD2022,22874543,2,1,0
AUD2022,22874553,2,1,0
AUD2022,22874573,2,1,0
AUD2022,22874593,2,1,0
AUD2022,22874598,2,1,0
AUD2022,22874613,2,1,0
AUD2022,22874618,2,1,0
AUD2022,22874623,2,1,0
AUD2022,22874628,2,1,0
AUD2022,22874633,2,1,0
AUD2022,22874653,2,1,0
AUD2022,22874668,2,1,0
AUD2022,22874673,2,1,0
AUD2022,22874683,2,1,0
AUD2022,22874688,2,1,0
AUD2022,22874693,2,1,0
AUD2022,22874698,2,1,0
AUD2022,22874703,2,1,0
INT2022,22874733,2,1,0
AUD2022,22874738,2,1,0
AUD2022,22874743,2,1,0
AUD2022,22874748,2,1,0
AUD2023,22874758,2,1,0
AUD2022,22874783,2,1,0
AUD2022,22874788,2,1,0
AUD2022,22874798,2,1,0
AUD2022,22874808,2,1,0
AUD2022,22874818,2,1,0
AUD2022,22874823,2,1,0
AUD2022,22874838,2,1,0
AUD2022,22874843,2,1,0
AUD2022,22874868,2,1,0
AUD2022,22874873,2,1,0
AUD2022,22874878,2,1,0
AUD2022,22874888,2,1,0
AUD2022,22874898,2,1,0
AUD2022,22874928,2,1,0
AUD2022,22874938,2,1,0
AUD2022,22874943,2,1,0
AUD2022,22874953,2,1,0
AUD2022,22874958,2,1,0
AUD2022,22874968,2,1,0
AUD2022,22874988,2,1,0
AUD2022,22875003,2,1,0
AUD2022,22875013,2,1,0
AUD2022,22875018,2,1,0
AUD2022,22875023,2,1,0
AUD2022,22875033,2,1,0
AUD2022,22875038,2,1,0
AUD2022,22875043,2,1,0
AUD2022,22875053,2,1,0
AUD2022,22875058,2,1,0
AUD2023,22875063,2,1,0
AUD2022,22875068,2,1,0
AUD2023,22875073,2,1,0
AUD2022,22875078,2,1,0
AUD2022,22875083,2,1,0
AUD2022,22875088,2,1,0
AUD2022,22875093,2,1,0
AUD2022,22875098,2,1,0
AUD2023,22875103,2,1,0
AUD2022,22875113,2,1,0
AUD2022,22875118,2,1,0
AUD2022,22875123,2,1,0
AUD2022,22875133,2,1,0
AUD2022,22875143,1,1,0
AUD2022,22875148,2,1,0
AUD2022,22878203,2,1,0
AUD2022,22878208,2,1,0
AUD2022,22878223,2,1,0
AUD2022,22878228,2,1,0
AUD2022,22878233,2,1,0
AUD2022,22878238,2,1,0
AUD2022,22878258,2,1,0
AUD2022,22878313,2,1,0
AUD2022,22878318,2,1,0
AUD2022,22878323,2,1,0
AUD2022,22878328,2,1,0
AUD2022,22878338,2,1,0
AUD2022,22878343,2,1,0
AUD2022,22878358,2,1,0
AUD2022,22878383,2,1,0
AUD2022,22878388,2,1,0
AUD2022,22878393,2,1,0
AUD2022,22878403,2,1,0
AUD2022,22878408,2,1,0
AUD2022,22878418,2,1,0
AUD2022,22878423,2,1,0
AUD2022,22878433,2,1,0
AUD2022,22878443,2,1,0
AUD2022,22878448,2,1,0
AUD2022,22878468,2,1,0
AUD2023,22878473,2,1,0
AUD2022,22878478,2,1,0
AUD2022,22878483,2,1,0
AUD2022,22878488,2,1,0
AUD2022,22878503,2,1,0
AUD2023,22878518,2,1,0
AUD2022,22878538,2,1,0
AUD2022,22878548,2,1,0
AUD2022,22878553,2,1,0
AUD2022,22878563,2,1,0
AUD2022,22878573,2,1,0
AUD2022,22878578,2,1,0
AUD2022,22878588,2,1,0
AUD2022,22878598,2,1,0
AUD2022,22878603,2,1,0
AUD2022,22878608,2,1,0
AUD2022,22878633,2,1,0
AUD2022,22878638,2,1,0
AUD2022,22878663,2,1,0
AUD2022,22878668,2,1,0
AUD2022,22878678,2,1,0
AUD2022,22878698,2,1,0
AUD2022,22878703,2,1,0
AUD2022,22878708,2,1,0
AUD2023,22878733,2,1,0
AUD2022,22878738,2,1,0
AUD2022,22878748,2,1,0
AUD2022,22878758,2,1,0
AUD2022,22878763,2,1,0
AUD2023,22878783,2,1,0
AUD2022,22878793,2,1,0
AUD2022,22878813,2,1,0
AUD2023,22878833,2,1,0
AUD2022,22878838,2,1,0
AUD2022,22878843,2,1,0
AUD2022,22878858,2,1,0
AUD2022,22878863,2,1,0
AUD2022,22878868,2,1,0
QTR2023,22878873,2,1,0
AUD2022,22878878,2,1,0
AUD2022,22878888,2,1,0
AUD2022,22878893,2,1,0
AUD2022,22878903,2,1,0
AUD2022,22878908,2,1,0
AUD2022,22878923,2,1,0
AUD2022,22878928,2,1,0
AUD2022,22878938,2,1,0
AUD2022,22878943,2,1,0
AUD2022,22878953,2,1,0
AUD2022,22878958,2,1,0
AUD2022,22878963,2,1,0
AUD2022,22878968,2,1,0
AUD2022,22878973,2,1,0
AUD2022,22878988,2,1,0
AUD2022,22878993,2,1,0
AUD2022,22879003,2,1,0
AUD2022,22879013,2,1,0
AUD2022,22879018,2,1,0
AUD2022,22879023,2,1,0
AUD2022,22879033,2,1,0
AUD2022,22879038,2,1,0
AUD2022,22879043,2,1,0
AUD2022,22879048,2,1,0
AUD2022,22879053,2,1,0
AUD2022,22879058,2,1,0
AUD2022,22879063,2,1,0
AUD2022,22879073,2,1,0
AUD2022,22879078,2,1,0
AUD2022,22879088,2,1,0
AUD2022,22879103,2,1,0
AUD2022,22879108,2,1,0
AUD2022,22879123,2,1,0
AUD2022,22879128,2,1,0
AUD2022,22879133,2,1,0
AUD2022,22879138,2,1,0
AUD2022,22879148,2,1,0
AUD2022,22879158,2,1,0
AUD2022,22879163,2,1,0
AUD2022,22879168,2,1,0
AUD2022,22879173,2,1,0
AUD2022,22879183,2,1,0
AUD2022,22879188,2,1,0
AUD2022,22879193,2,1,0
AUD2022,22879203,2,1,0
AUD2022,22879208,2,1,0
AUD2023,22879223,2,1,0
AUD2022,22879228,2,1,0
AUD2022,22879243,2,1,0
AUD2022,22879248,2,1,0
AUD2022,22879258,2,1,0
AUD2022,22879263,2,1,0
AUD2022,22879268,2,1,0
AUD2022,22879303,2,1,0
AUD2022,22879308,2,1,0
AUD2022,22879323,2,1,0
AUD2022,22879328,2,1,0
AUD2022,22879338,2,1,0
AUD2022,22879353,2,1,0
AUD2022,22879358,2,1,0
AUD2022,22879363,2,1,0
AUD2022,22879368,2,1,0
AUD2022,22879373,2,1,0
AUD2022,22879378,2,1,0
AUD2022,22879383,2,1,0
AUD2022,22879393,2,1,0
AUD2022,22879413,2,1,0
AUD2022,22879418,2,1,0
AUD2022,22879423,2,1,0
AUD2022,22879438,2,1,0
AUD2022,22879443,2,1,0
AUD2022,22879463,2,1,0
AUD2022,22879478,2,1,0
AUD2022,22879498,2,1,0
AUD2022,22879503,2,1,0
AUD2022,22879508,2,1,0
AUD2022,22879528,2,1,0
AUD2022,22879538,2,1,0
AUD2022,22879558,2,1,0
AUD2022,22879573,2,1,0
AUD2022,22879578,2,1,0
AUD2023,22879588,2,1,0
AUD2022,22879598,2,1,0
AUD2022,22879603,2,1,0
AUD2022,22879608,2,1,0
AUD2022,22879618,2,1,0
AUD2022,22879623,2,1,0
AUD2022,22879643,2,1,0
AUD2022,22879653,2,1,0
AUD2022,22879658,2,1,0
AUD2022,22879663,2,1,0
AUD2022,22879668,2,1,0
AUD2022,22879683,2,1,0
AUD2022,22880133,2,1,0
AUD2022,22880143,2,1,0
AUD2022,22880148,2,1,0
AUD2022,22880158,2,1,0
AUD2022,22880178,2,1,0
AUD2022,22880183,2,1,0
AUD2022,22880188,2,1,0
AUD2022,22880193,2,1,0
AUD2022,22880198,2,1,0
AUD2022,22880208,2,1,0
AUD2022,22880213,2,1,0
AUD2022,22880228,2,1,0
AUD2022,22880233,2,1,0
AUD2022,22880238,2,1,0
AUD2022,22880248,2,1,0
AUD2022,22880253,2,1,0
AUD2022,22880263,2,1,0
AUD2022,22880273,2,1,0
AUD2022,22880278,2,1,0
AUD2022,22880283,2,1,0
AUD2022,22880288,2,1,0
AUD2022,22880308,2,1,0
AUD2022,22880318,2,1,0
AUD2022,22880323,2,1,0
AUD2022,22880328,2,1,0
AUD2022,22880333,2,1,0
AUD2022,22880338,2,1,0
AUD2022,22880343,2,1,0
AUD2022,22880353,2,1,0
AUD2022,22880358,2,1,0
AUD2022,22880363,2,1,0
AUD2022,22880368,2,1,0
AUD2022,22880373,2,1,0
AUD2022,22880378,2,1,0
AUD2022,22880383,2,1,0
AUD2022,22880393,2,1,0
AUD2022,22880398,2,1,0
AUD2022,22880403,2,1,0
AUD2022,22880418,2,1,0
AUD2022,22880428,2,1,0
AUD2022,22880473,2,1,0
AUD2022,22880478,2,1,0
AUD2022,22880483,2,1,0
AUD2022,22880488,2,1,0
AUD2022,22880498,2,1,0
AUD2022,22880503,2,1,0
AUD2022,22880508,2,1,0
AUD2022,22880513,2,1,0
AUD2022,22880518,2,1,0
AUD2022,22880533,2,1,0
AUD2022,22880538,2,1,0
AUD2022,22880543,2,1,0
AUD2022,22880553,2,1,0
AUD2022,22880558,2,1,0
AUD2022,22880563,2,1,0
AUD2022,22880583,2,1,0
AUD2022,22880593,2,1,0
AUD2022,22880608,2,1,0
AUD2022,22880613,2,1,0
AUD2022,22880618,2,1,0
AUD2023,22880643,2,1,0
AUD2022,22880663,2,1,0
AUD2022,22880678,2,1,0
AUD2022,22880683,2,1,0
AUD2022,22880693,2,1,0
AUD2022,22880703,2,1,0
INT2023,22880708,2,1,0
AUD2022,22880718,2,1,0
AUD2022,22880728,2,1,0
AUD2022,22880733,2,1,0
AUD2022,22880738,2,1,0
AUD2022,22880743,2,1,0
AUD2022,22880748,2,1,0
AUD2022,22880753,2,1,0
AUD2022,22880758,2,1,0
AUD2022,22880763,2,1,0
AUD2022,22880788,2,1,0
AUD2022,22880793,2,1,0
AUD2022,22880803,2,1,0
AUD2022,22880808,2,1,0
AUD2022,22880818,2,1,0
AUD2022,22880823,2,1,0
AUD2022,22880828,2,1,0
AUD2022,22880848,2,1,0
AUD2022,22880853,2,1,0
AUD2022,22880863,2,1,0
AUD2022,22880868,2,1,0
AUD2022,22880878,2,1,0
AUD2022,22880888,2,1,0
AUD2022,22880893,2,1,0
AUD2022,22880903,2,1,0
AUD2022,22880918,2,1,0
AUD2022,22880923,2,1,0
AUD2022,22880928,2,1,0
AUD2022,22880933,2,1,0
AUD2022,22880938,2,1,0
INT2023,22880943,2,1,0
AUD2022,22880953,2,1,0
AUD2022,22880958,2,1,0
AUD2022,22880968,2,1,0
AUD2022,22880978,2,1,0
AUD2022,22880983,2,1,0
AUD2022,22880988,2,1,0
AUD2022,22880998,2,1,0
AUD2022,22881023,2,1,0
AUD2022,22881028,2,1,0
AUD2022,22881043,2,1,0
AUD2022,22881073,2,1,0
AUD2022,22881083,2,1,0
AUD2022,22881088,2,1,0
AUD2022,22881098,2,1,0
AUD2022,22881103,2,1,0
AUD2022,22881113,2,1,0
AUD2022,22881123,2,1,0
AUD2022,22881128,2,1,0
AUD2022,22881133,2,1,0
AUD2022,22881168,2,1,0
AUD2022,22881173,2,1,0
AUD2022,22881178,2,1,0
AUD2022,22881183,2,1,0
AUD2022,22881188,2,1,0
AUD2022,22881193,2,1,0
AUD2022,22881218,2,1,0
AUD2022,22881223,2,1,0
AUD2022,22881228,2,1,0
AUD2022,22881253,2,1,0
AUD2022,22881273,2,1,0
AUD2022,22881283,2,1,0
AUD2022,22881288,2,1,0
AUD2022,22881293,2,1,0
AUD2022,22881303,2,1,0
AUD2022,22881308,2,1,0
AUD2023,22881313,2,1,0
AUD2022,22881318,2,1,0
AUD2023,22881323,2,1,0
AUD2022,22881328,2,1,0
AUD2022,22881333,2,1,0
AUD2023,22881338,2,1,0
AUD2022,22881348,2,1,0
AUD2023,22881353,2,1,0
AUD2022,22881358,2,1,0
AUD2022,22881363,2,1,0
AUD2022,22881373,2,1,0
AUD2022,22881378,2,1,0
AUD2022,22881383,2,1,0
AUD2022,22881388,2,1,0
AUD2022,22881393,2,1,0
AUD2022,22881398,2,1,0
AUD2022,22881408,2,1,0
AUD2022,22881413,2,1,0
AUD2022,22881418,2,1,0
AUD2022,22881423,2,1,0
AUD2022,22881428,2,1,0
AUD2022,22881438,2,1,0
AUD2022,22881448,2,1,0
AUD2022,22881458,2,1,0
AUD2022,22881478,2,1,0
AUD2022,22881503,2,1,0
AUD2022,22881508,2,1,0
AUD2022,22881513,2,1,0
AUD2022,22881523,2,1,0
AUD2022,22881533,2,1,0
AUD2022,22881538,2,1,0
AUD2022,22881543,2,1,0
AUD2022,22881548,2,1,0
AUD2022,22881553,2,1,0
AUD2022,22881558,2,1,0
AUD2022,22881563,2,1,0
AUD2022,22881568,2,1,0
AUD2022,22881573,2,1,0
AUD2022,22881578,2,1,0
AUD2022,22881583,2,1,0
AUD2022,22881588,2,1,0
AUD2022,22881598,2,1,0
AUD2022,22881603,2,1,0
AUD2022,22881608,2,1,0
AUD2022,22881613,2,1,0
AUD2022,22881623,2,1,0
AUD2022,22881628,2,1,0
AUD2022,22881633,2,1,0
AUD2022,22881643,2,1,0
AUD2022,22881648,2,1,0
AUD2022,22881653,2,1,0
AUD2022,22881668,2,1,0
AUD2022,22881683,2,1,0
AUD2022,22881693,2,1,0
