name_query,code,main_service_line,sub_service_line,engage_nature
AUD2021,23221468,2,1,0
AUD2021,23221643,1,3,1
AUD2021,23221648,1,3,1
AUD2022,23221778,2,1,0
AUD2021,23222373,1,3,1
AUD2021,23222563,2,1,1
INT2022,23223293,2,1,1
AUD2021,23223883,1,3,1
SFC Sit,23224053,2,4,1
AUD2021,23232888,2,1,1
GIP2022,23232983,1,3,1
AUD2021,23233293,2,1,1
AUD2022,23233338,2,1,1
AUD2022,23233343,2,1,1
AUD2022,23233348,2,1,1
AUD2022,23233368,2,1,1
AUD2020,23233943,2,1,1
AUD2021,23233968,1,3,1
AUD2022,23234753,1,3,1
SPC2022,23234903,2,1,1
AUP2022,23234913,2,1,1
Admin -,23235148,1,3,1
AUD2021,23266883,2,1,1
Admin -,23266903,2,4,1
AUD2022,22917703,2,1,0
AUD2022,22917718,2,1,0
AUD2022,22917723,2,1,0
AUD2022,22917728,2,1,0
IPO2021,23266908,2,1,1
IPO2021,23266928,2,1,1
AUD2022,23267753,2,1,1
AUD2021,23267788,2,1,0
AUD2022,23267793,2,1,0
AUD2022,23269043,1,3,1
AUD2021,23269048,2,1,1
AUD2022,23269053,2,1,1
SPC2022,23269098,1,3,1
SPC2022,23269103,1,3,1
AUP2022,23269118,2,1,1
Project,23269203,2,4,1
AUP2021,23271018,2,1,1
SPC2022,23271698,1,3,1
AUD2022,22912978,2,1,0
AUD2023,22912993,2,1,0
INT2022,23273253,2,1,0
AUD2021,23273563,2,1,1
Chow Sa,23286993,2,3,1
Epsilon,23287033,2,4,1
HX SR A,23279803,2,3,1
INT2022,23279923,2,1,0
AUD2022,23279978,2,1,0
NFR_202,23281368,2,3,1
AUD2022,23281428,2,1,1
FY22 AB,23281673,2,4,1
AUD2022,22917763,2,1,0
AUD2023,22917773,2,1,0
AUD2022,22917778,2,1,0
AUD2022,22917783,2,1,0
CMC REI,23284068,2,3,1
AUD2022,23284773,1,3,1
AUD2022,23281703,2,1,1
NTS2022,23282928,1,3,1
AUD2022,23283763,2,1,1
AUP2022,23283778,1,3,1
AUD2022,22917018,2,1,0
AUD2022,22917038,2,1,0
AUD2022,23287948,1,3,1
JJMC SI,23288123,2,4,1
XJP SI ,23288148,2,4,1
XJP SI ,23288153,2,4,1
FAA2017,19712628,1,1,1
Admin -,16028223,2,5,1
Admin -,17391008,2,5,1
IPO2017,20616618,2,1,1
AUP2018,20683708,2,1,1
AUD2021,23175908,2,1,1
AUP2021,23169213,2,1,1
AUD2021,22748033,2,1,1
AUD2020,21801798,2,1,0
Project,23074613,2,4,1
AUP2021,23074628,2,1,1
Project,21920368,2,4,1
AUD2022,22921388,2,1,0
Project,22752333,2,4,1
Yuexiu_,22848693,2,3,1
TCL_Ind,22983778,2,3,1
2020 ES,22406493,2,3,1
2020 ES,22406503,2,3,1
Project,16604373,2,1,1
AUD2020,22232398,2,1,0
AUD2021,22529268,1,1,0
CSA Adv,22738688,2,3,1
21-22 Y,22564968,2,3,1
Project,22610233,2,4,1
MJT2021,22754628,2,1,1
SPC2021,22688603,1,1,1
CMS21 E,22974403,2,3,1
GZ_Auto,22749028,2,3,1
NTS2021,22871208,2,1,1
AUD2022,22886058,2,1,0
AUD2022,22886093,2,1,0
AUD2022,22888438,2,1,0
AUD2022,22894563,2,1,0
SZI 202,22829308,2,3,1
IPO2021,22931558,2,1,1
AUD2021,23166328,2,1,0
AUD2021,23182913,2,1,1
IFRS9,19566913,2,2,1
GC ASU ,20276723,2,5,1
IFRS 9,20721133,2,2,1
IPO2018,20724248,1,1,1
AUD2018,20735498,2,1,0
IPO2019,21258668,2,1,1
AUD2019,21499503,2,1,1
Huatai ,21560738,2,2,1
NFR_Adr,21655008,2,3,1
AUP2020,21725673,2,1,1
AUD2020,21816993,2,1,0
AUD2020,21818943,2,1,0
AUD2020,21833313,2,1,0
AUD2020,21841813,1,1,0
2019 ES,21910598,2,3,1
DocuSig,21950088,2,1,1
DocuSig,21950103,1,1,1
AUP2020,22127518,1,1,1
Project,22180173,2,4,1
Project,22214403,2,4,1
AUD2020,22236888,2,1,1
E-data ,22242803,2,4,1
IPO2020,22272508,1,1,1
Yuexiu_,22830213,2,3,1
CGNPC E,22371788,2,3,1
AUD2021,22605093,2,1,0
2021 Mi,22967473,2,3,1
AUP2020,22354933,2,1,1
2020 CS,22367503,2,3,1
AUD2020,22387068,2,1,1
FAA2021,22623068,1,1,1
AUD2020,22469133,2,1,0
AUD2020,22481863,2,1,1
AUD2021,22521878,2,1,0
AUD2021,22531483,2,1,0
AUD2021,22533393,2,1,0
AUD2021,22541388,2,1,0
AUD2021,22541423,2,1,0
AUD2021,22543253,2,1,0
AUD2021,22547713,2,1,0
AUD2021,22557458,2,1,0
AUD2021,22557558,2,1,0
AUD2021,22557583,2,1,0
AUD2021,22557938,2,1,0
AUD2021,22558018,2,1,0
AUD2021,22558043,2,1,0
AUD2021,22558188,2,1,0
AUD2020,22600943,1,1,1
AUP2021,22764978,2,1,1
AUD2021,22765443,2,1,1
Project,22651303,2,4,1
Joincar,22983053,2,3,1
Livzon ,22983058,2,3,1
SPC2021,22821158,1,1,1
Akesobi,22849233,2,3,1
Times C,22858563,2,3,1
SF Intr,23088908,2,3,1
Tencent,23089063,2,3,1
SPC2021,23089253,1,1,1
AUD2021,22604718,2,1,0
AUD2021,22652743,2,1,1
Project,22665508,2,4,1
AUD2021,22708693,2,1,1
FAA2021,22709068,2,1,1
AUD2020,22725518,1,1,1
AUD2020,22676418,2,1,1
Yuexiu_,22789963,2,3,1
TimeNei,22790528,2,3,1
GZ_Auto,22772738,2,3,1
Zhuhai ,22792868,2,3,1
AUD2019,22796938,2,1,1
CDP Adv,22773328,2,3,1
AUD2021,22946028,2,1,0
AUD2021,22943738,1,1,1
JMJ 202,22835778,2,3,1
ANTA 20,22836073,2,3,1
TCL_Ele,22839658,2,3,1
IPO2020,22977063,2,1,1
IPO2021,23010583,2,1,1
AUD2022,22874218,2,1,0
AUD2022,22874568,2,1,0
AUD2022,22875228,2,1,0
AUD2022,22876303,2,1,0
AUD2022,22878183,2,1,0
AUD2022,22878268,2,1,0
AUD2022,22880258,2,1,0
AUD2022,22883988,2,1,0
AUD2022,22884343,2,1,0
AUD2022,22885653,2,1,0
AUD2022,22887668,2,1,0
AUD2022,22888793,2,1,0
AUD2022,22888883,2,1,0
AUD2022,22888913,2,1,0
AUD2022,22889033,2,1,0
AUD2022,22889258,2,1,0
AUD2022,22890843,2,1,0
BlueMoo,23027393,2,3,1
Snibe_E,23027403,2,3,1
AUD2022,22900623,2,1,0
AUD2022,22901968,2,1,0
AUD2022,22896568,2,1,0
SF Hold,22896798,2,3,1
2021-20,22899228,2,3,1
Yuexiu_,22861303,2,3,1
EHS ass,22999393,2,3,1
Sinohea,23008533,2,3,1
HW Smar,23014058,2,3,1
Lesso T,23057618,2,3,1
2021 Xp,23057823,2,3,1
舆情监控系统产,23016938,2,4,1
舆情监控系统开,23016948,2,4,1
Project,23045728,2,4,1
FAA2022,23046973,1,1,1
FAA2022,23049968,1,1,1
SPC2021,23117043,1,1,1
Sany 20,23069268,2,3,1
Shumyip,23146888,2,3,1
Yuexiu_,23132918,2,3,1
CGNPC E,23107898,2,3,1
2021 CA,23137128,2,3,1
AUD2022,23189843,2,1,0
AUP2022,23165723,2,1,1
vivo su,23155548,2,3,1
AUP2022,23150023,1,1,1
Gusheng,23150518,2,3,1
SF Hold,23159438,2,3,1
AUD2021,23163343,2,1,1
AUD2022,23191518,2,1,0
2021 ES,23195493,2,3,1
Whale 2,23212993,2,4,1
HEC 202,23216163,2,3,1
AUD2021,23216033,2,1,1
Times C,23222683,2,3,1
Project,23245753,2,4,1
SZI 202,23259713,2,3,1
AUD2020,23288833,2,1,1
IPO2023,23288858,2,1,1
AUD2022,23288918,2,1,1
Project,23289098,2,4,1
Project,23289128,2,4,1
Project,23289133,2,4,1
Project,23289138,2,4,1
SPC2022,23289183,1,1,1
IPO2022,23289283,2,1,1
Project,23289338,2,4,1
Project,23289343,2,4,1
IFRS 15,23290308,2,2,1
SPC2022,23290378,2,1,1
IPO2023,23290538,2,1,1
海森生物制药装,23290543,2,5,1
IPO2020,23290658,2,1,1
AUD2021,23290778,2,1,1
IPO2022,23290788,2,1,1
IPO2022,23290818,2,1,1
IPO2022,23290868,2,1,1
Disposa,23290883,2,2,1
Disposa,23290888,2,2,1
AUD2022,23290983,1,1,0
AUD2022,23290988,2,1,1
AUD2021,23290993,2,1,1
ESG Rep,23290998,2,3,1
AUD2022,23289493,2,1,1
FY23-Hu,23289528,2,5,1
Project,23289548,2,4,1
Project,23289553,2,4,1
AUD2022,23289663,1,1,0
IPO2022,23289688,2,1,1
Project,23289723,2,4,1
AUD2022,23289908,1,1,0
ESG IT ,23289923,1,3,1
IPO2022,23290023,2,1,1
AUD2021,23290168,2,1,1
CNGR 20,23290183,2,3,1
AUD2022,23293838,1,1,0
AUD2022,23293853,2,1,1
AUD2022,23293918,2,1,1
AUD2022,23293928,1,1,1
AUD2022,23293063,2,1,1
AUP2022,23293083,2,1,1
MJT2022,23293248,2,1,1
Chongqi,23293253,2,3,1
AUD2023,23293393,2,1,1
AUD2022,23293523,2,1,1
AUD2022,23293528,2,1,1
Project,23293608,2,4,1
Project,23293618,2,4,1
AUD2022,23293638,1,1,1
AUD2022,23293643,1,1,1
AUD2022,23293673,1,1,0
AUD2022,23293703,1,1,0
Project,23296483,2,4,1
NTS2022,23296533,1,1,1
SPC2022,23296693,2,1,1
QTR2022,23295043,2,1,1
Project,23295178,2,4,1
IPO Hea,23295183,2,2,1
AUD2022,23295428,2,1,1
AUD2022,23295438,2,1,1
JNJMedT,23295448,2,4,1
NTS2022,23295463,1,1,1
AUD2021,23295508,1,1,1
榆林供电公司2,23295518,2,5,1
Project,23295698,2,4,1
Zhuhai ,23294168,2,3,1
AUD2022,23294173,1,1,1
AUD2021,23294423,1,1,1
CMS Set,23294443,2,4,1
AUD2022,23294473,2,1,1
君望里（1-1,23294668,2,5,1
QTR2022,23294673,2,1,1
QTR2022,23294683,2,1,1
QTR2022,23294688,2,1,1
信达麓湖左岸项,23295018,2,5,1
QTR2022,23295033,2,1,1
QTR2022,23295038,2,1,1
Fenxun ,23291078,2,4,1
FY23-五芳,23292348,2,5,1
AUD2022,23292458,2,1,1
AUD2023,23292568,2,1,0
AUD2022,23292578,1,1,1
IPO Hea,23292618,2,2,1
NTS2022,23292703,1,1,1
Group r,23292713,2,1,1
IPO Hea,23292723,2,2,1
SPC2022,23292763,2,1,1
AUD2022,23292768,2,1,1
INT2022,23292808,2,1,1
AUD2022,23292908,2,1,1
2022 ES,23295858,2,3,1
IPO2022,23295863,2,1,1
AUP2022,23295883,2,1,1
AUD2022,23295888,2,1,1
NTS2022,23295918,1,1,1
Project,23296088,2,4,1
IPO2022,23291243,2,1,1
Project,23291413,2,4,1
NTS2022,23291463,1,1,1
IND2021,23291573,1,1,1
AUD2022,23291608,2,1,1
FAA2022,23291613,2,1,1
Project,23291888,2,4,1
AUD2022,23292003,2,1,0
IPO2021,23292063,2,1,1
Project,23292223,2,4,1
AUD2021,23297023,1,1,0
STB2022,23297128,1,1,1
AUD2022,23297313,2,1,0
AUD2022,23297338,2,1,1
AUD2022,23297443,2,1,1
AUD2022,23297593,2,1,1
General,23297753,2,2,1
AUD2022,23297763,1,1,1
AUD2022,23297773,1,1,1
FAA2022,23297818,2,1,1
AUD2022,23297858,1,1,1
EPC Gen,23297873,2,5,1
RPA项目四期,23297993,2,2,1
IPO2022,23298043,2,1,1
NTS2022,23298063,2,1,1
IPO2022,23298123,2,1,1
FCPA an,23298163,2,4,1
FAA2022,23298253,2,1,1
Account,23298258,2,2,1
AUD2022,23298373,2,1,1
GLMS Ma,23298518,2,2,1
FY23-上海,23298543,2,5,1
Account,23298548,2,2,1
AUD2022,23298598,2,1,1
AUD2022,23298653,2,1,0
AUD2022,23298678,1,1,0
QTR2022,23298698,2,1,0
QTR2022,23298703,2,1,0
IPO2022,23300143,2,1,1
AUD2022,23300148,2,1,1
AUD2022,23300153,2,1,1
AUD2022,23300178,2,1,1
SOX2022,23300188,2,1,1
AUD2022,23300223,2,1,1
AUD2022,23300228,2,1,1
ESG Rep,23300263,1,3,1
AUD2022,23300378,2,1,0
Project,23300383,2,1,1
AUD2022,23300598,2,1,1
AUD2021,23300603,2,1,1
FY23-Re,23303228,2,5,1
AUP2022,23303613,1,1,1
AUD2022,23303633,2,1,1
CAP2023,23303693,1,1,1
CAP2023,23303698,1,1,1
AUD2022,23303703,1,1,1
2022 ES,23303948,2,3,1
AUD2022,23304063,2,1,0
AUP2022,23304173,1,1,1
AUD2022,23304203,1,1,1
2022 ES,23304208,2,3,1
AUD2022,23304358,2,1,1
Guorong,23305263,2,4,1
AUP2022,23305298,1,1,1
QTR2022,23298708,2,1,0
AUP2022,23298713,2,1,1
IPO2022,23298728,2,1,1
IPO2022,23298778,2,1,1
Account,23298783,2,2,1
Account,23298798,2,2,1
Project,23298833,2,4,1
AUP2022,23298838,2,1,1
Project,23298843,2,4,1
AUD2021,23298878,2,1,1
Trainin,23298973,2,2,1
Account,23298983,2,2,1
Project,23298993,2,4,1
IPO2022,23299133,2,1,1
IPO2023,23299143,2,1,1
IPO2022,23299243,2,1,1
Project,23299418,2,4,1
AUD2022,23300028,2,1,1
Account,23300043,2,2,1
INT2022,23305038,1,1,0
AUD2022,23305063,2,1,1
AUD2022,23305068,2,1,1
AUD2022,23305748,2,1,0
AUD2022,22894478,2,1,0
AUD2022,23321593,1,1,1
IPO Rea,23321653,2,2,1
AUD2022,23321748,2,1,1
NTS2022,23321768,1,1,1
IPO2021,23321773,2,1,1
IPO2021,23321778,2,1,1
IT asse,23321853,2,4,1
AUP2022,23321878,1,1,1
AUP2022,23321933,1,1,1
AUD2022,23321963,2,1,1
AUD2022,23321968,2,1,1
SPC2022,23321978,1,1,1
AUD2022,23321988,2,1,1
AUP2022,23321993,2,1,1
AUD2022,23322008,2,1,1
Green B,23322023,1,3,1
green b,23322028,1,3,1
AUD2022,23322043,2,1,1
AUD2022,23322063,2,1,0
SPC2022,23322088,2,1,1
AUD2022,23322103,2,1,1
ESG dep,23322203,1,3,1
IPO2022,23322218,2,1,1
AUD2022,23322243,2,1,1
AUD2022,23322253,2,1,1
Green B,23322258,1,3,1
招商局集团合并,23322348,2,2,1
IPO Hea,23322408,2,2,1
招商局集团合并,23322413,2,2,1
Project,23322418,2,4,1
Financi,23322423,2,2,1
招商局集团合并,23322453,2,2,1
GB issu,23322458,1,3,1
招商局集团合并,23322473,2,2,1
IPO Hea,23322488,2,2,1
招商局集团合并,23322493,2,2,1
招商局集团合并,23322503,2,2,1
招商局集团合并,23322508,2,2,1
AUD2022,23322528,2,1,1
IPO2022,23322618,2,1,1
Green b,23322623,1,3,1
Green b,23322628,1,3,1
green b,23322633,1,3,1
Sustain,23322638,1,3,1
green b,23322643,1,3,1
SPC2022,23322798,2,1,1
Yuexiu ,23322808,2,2,1
AUP2022,23322813,2,1,1
AUD2022,23322818,2,1,1
AUP2022,23322838,2,1,1
NTS2022,23322888,2,1,1
green d,23322893,1,3,1
AUD2022,23322918,2,1,1
AUD2022,23322923,2,1,1
QTR2022,23322998,2,1,1
AUD2022,23323008,2,1,1
FAA2022,23323058,2,1,1
AUD2023,23323088,2,1,1
BIPO PI,23323108,2,4,1
AUD2022,23323198,2,1,1
AUD2022,23323208,2,1,1
2021 ES,23323213,2,3,1
AUD2021,23323338,2,1,1
AUD2021,23323393,2,1,1
AUP2022,23323643,1,1,1
AUP2022,23323823,2,1,1
AUP2022,23323828,2,1,1
招商局集团合并,23323868,2,2,1
AUD2022,23323908,1,1,1
AUD2021,23323913,2,1,1
Mech-Mi,23323933,2,2,1
AUD2022,23324093,2,1,1
IPO2022,23324238,2,1,1
green l,23324283,1,3,1
NTS2022,23324298,1,1,1
AUD2022,23324418,2,1,1
AUP2022,23324483,2,1,1
AUD2022,23324498,2,1,1
AUD2022,23324643,2,1,1
IND2022,23324688,2,1,1
AUD2021,23324843,2,1,1
IPO2022,23324923,2,1,1
AUD2022,23324938,2,1,1
AUD2022,23324943,2,1,1
招商局集团合并,23325053,2,2,1
AUD2022,23325123,1,1,1
T3_IPO ,23325183,2,4,1
CRRC HK,23325318,2,2,1
AUP2022,23325393,1,1,1
IPO2022,23325423,2,1,1
IPO2022,23325463,2,1,1
Project,23325593,2,4,1
FAA2022,23325608,2,1,1
SPC2022,23325713,1,1,1
AUD2022,23325823,2,1,0
IPO2022,23325843,2,1,1
IPO2022,23325848,2,1,1
SPC2022,23325863,2,1,1
AFS2022,23325873,2,1,1
AFS2022,23325878,2,1,1
AUD2022,23325883,2,1,1
AUP2022,23325918,1,1,1
Tianyua,23325933,2,4,1
AUD2022,23325983,2,1,1
Transac,23326053,2,2,1
GB issu,23326238,1,3,1
SPC2022,23326303,2,1,1
SPC2022,23326308,2,1,1
AUD2022,23326328,2,1,0
AUD2022,23326333,2,1,1
NTS2021,23326338,2,1,1
AUD2022,23326373,2,1,1
MedTech,23326448,2,4,1
SPC2022,23326473,2,1,1
AUP2022,23326488,2,1,1
AUP2022,23334378,2,1,1
Project,23334383,2,4,1
AUD2022,23334653,2,1,0
AUD2022,23334698,1,1,1
AUP2022,23334703,2,1,1
AUD2022,23334908,2,1,0
Project,23334943,2,4,1
AUD2022,23334978,2,1,1
AUP2020,23335048,2,1,1
SPC2022,23335068,2,1,1
AUD2022,23335118,2,1,1
AUD2022,23335123,2,1,1
AUD2021,23335148,2,1,1
SPC2022,23335208,2,1,1
SPC2022,23335243,2,1,1
FAA2022,23335313,2,1,1
AUD2022,23335323,2,1,1
SPC2022,23335358,2,1,1
DF HK -,23335363,2,2,1
New lea,23335393,2,2,1
IPO2021,23335478,2,1,1
AUD2022,23335503,2,1,1
SPC2022,23335553,2,1,1
2022 ES,23335593,2,3,1
NFR_Adv,23335713,2,3,1
2022 ES,23335898,2,3,1
AUD2022,23335923,2,1,1
FAA2022,23335933,2,1,1
AUP 202,23335973,2,1,1
AUD2022,23336003,2,1,1
IPO2022,23336028,2,1,1
AUD2021,23336168,2,1,1
AUD2022,23336198,1,1,1
AUD2022,23336258,1,1,1
AUD2021,23336313,2,1,1
AUD2022,23336513,2,1,1
MixC Ac,23336538,2,2,1
AUP2022,23336543,1,1,1
MixC Ac,23336618,2,2,1
AUD2022,23336653,2,1,1
NTS2022,23336663,1,1,1
AUD2022,23336673,2,1,1
AUD2022,23336703,1,1,0
AUP2022,23336708,2,1,1
AUD2022,23336713,1,1,0
AUD2021,23336718,2,1,1
AUD2022,23336723,2,1,0
AUD2022,23336798,2,1,1
AUD2022,23336803,2,1,1
SPC2022,23336813,1,1,1
AUD2022,23336828,2,1,0
AUD2022,23336838,2,1,1
AUD2022,23336843,2,1,0
IND2022,23336983,2,1,1
AUD2022,23337023,2,1,1
2022-SA,23337028,2,5,1
CAP2022,23337038,2,1,1
IPO2022,23337048,2,1,1
IPO2022,23337053,2,1,1
AUD2019,23326528,1,1,1
AUD2019,23326538,1,1,1
AUD2022,23326548,2,1,1
AUD2022,23328913,2,1,0
AUD2022,23328918,2,1,0
AUD2022,23326603,2,1,0
AUD2022,23326668,2,1,0
AUD2022,23326678,2,1,0
AUD2022,23326683,2,1,0
NTS2022,23329048,1,1,1
IPO2022,23329333,2,1,1
QTR2022,23329363,2,1,1
Project,23326698,2,4,1
AUD2022,23326833,2,1,0
INT2022,23329378,2,1,0
INT2022,23329393,2,1,0
AUD2022,23329418,2,1,0
GC ASU ,23326853,2,5,1
AUD2022,23327028,2,1,1
AUD2022,23327043,2,1,1
Project,23327133,2,4,1
GC ASU ,23327173,2,5,1
QEL - C,23327183,2,5,1
QEL - C,23327188,2,5,1
RESOURC,23327198,2,1,1
QEL - G,23327203,2,5,1
RESOURC,23327208,2,1,1
RESOURC,23327218,2,1,1
QEL - C,23327223,2,5,1
AUD2022,23329433,2,1,1
AUD2022,23329438,2,1,0
AUD2022,23329443,2,1,0
AUD2022,23329618,2,1,0
AUD2022,23329643,1,1,0
IPO2022,23329718,2,1,1
IPO2022,23329738,2,1,1
AUD2022,23329753,2,1,1
AUD2022,23329793,2,1,1
AUD2022,23329803,2,1,1
AUD2022,23329808,1,1,1
AUP2022,23329883,1,1,1
IPO2020,23329938,2,1,1
IPO2020,23329983,2,1,1
AUD2022,23330078,2,1,1
AUD2022,23327258,2,1,0
AUD2022,23327293,2,1,0
AUD2022,23327328,2,1,0
AUD2022,23330188,2,1,0
BelAir_,23327343,2,4,1
AUD2022,23327348,2,1,1
AUD2022,23327363,2,1,1
AUD2022,23327373,2,1,1
MedTech,23327378,2,4,1
AUD2022,23327388,2,1,1
Project,23330223,2,4,1
AUD2022,23330238,2,1,1
AUP2022,23330308,2,1,1
AUD2022,23330408,2,1,1
green l,23330503,1,3,1
Project,23330548,2,5,1
Project,23330553,2,5,1
AUD2022,23327403,2,1,0
信达玖珑山房项,23327523,2,5,1
Leke_AS,23327583,2,4,1
AUD2022,23330563,1,1,0
AUD2022,23330573,1,1,0
AUD2022,23327628,2,1,0
AUD2022,23327633,2,1,0
AUD2022,23327638,2,1,0
AUD2022,23327643,2,1,0
AUD2022,23327648,2,1,0
AUD2022,23327653,2,1,0
AUD2022,23327658,2,1,0
IPO2022,23330593,2,1,1
AUD2022,23330658,2,1,1
IPO2022,23330663,2,1,1
AUP2022,23330708,2,1,1
AUD2022,23330713,2,1,0
AUD2022,23330718,2,1,0
MEST - ,23327668,2,4,1
AUP2022,23327673,1,1,1
AUP2022,23330733,2,1,1
AUP2022,23330753,2,1,1
AUD2022,23327688,2,1,0
AUD2022,23330888,2,1,0
AUD2022,23330898,2,1,0
AUD2022,23330918,2,1,0
AUD2022,23330923,2,1,0
AUD2022,23330933,2,1,0
AUD2022,23330948,2,1,0
AUP2022,23327718,2,1,1
AUD2022,23327723,2,1,1
CAP2022,23327728,1,1,1
AUD2022,23330958,2,1,1
AUD2022,23330968,2,1,1
IPO2022,23331003,2,1,1
AUD2022,23331063,2,1,1
AUD2022,23331068,2,1,1
IPO2022,23331073,2,1,1
AUD2022,23331198,2,1,1
Health ,23331203,2,2,1
IPO2021,23331218,2,1,1
IPO2020,23331273,2,1,1
IPO2020,23331278,2,1,1
AUD2022,23331283,1,1,1
AUD2022,23331288,2,1,1
IPO2021,23331298,2,1,1
AUD2022,23331308,2,1,1
AUD2022,23328028,2,1,1
AUD2022,23328033,1,1,1
 AUD202,23328098,2,1,1
AUD2022,23328103,2,1,1
AUD2022,23328208,1,1,0
EBIS pr,23328213,2,4,1
EBIS pr,23328218,2,4,1
BSA,23328223,2,4,1
BSA,23328228,2,4,1
BSA-DA ,23328233,2,4,1
BSA-DA ,23328238,2,4,1
Media S,23328243,2,4,1
Media S,23328248,2,4,1
Media S,23328253,2,4,1
Media S,23328258,2,4,1
AUD2022,23331323,2,1,0
AUD2022,23328303,2,1,0
AUD2022,23328323,1,1,0
AUD2022,23328338,2,1,0
AUD2022,23328348,2,1,0
AUD2022,23328358,2,1,0
AUD2022,23328373,2,1,0
AUP2022,23331658,2,1,1
AUD2022,23331703,2,1,0
AUD2022,23328378,2,1,1
IPO2022,23328383,2,1,1
NTS2022,23328388,2,1,1
AUD2022,23328403,2,1,1
IPO2022,23331713,2,1,1
SPC2021,23331803,1,1,1
IPO2022,23331813,2,1,1
AUD2022,23331883,2,1,1
AUD2022,23331913,2,1,1
淮矿地产铜陵东,23331963,2,5,1
Admin –,23331978,2,2,1
Admin –,23331983,2,1,1
Admin –,23331998,2,1,1
Admin –,23332003,2,1,1
Admin –,23332013,2,4,1
Admin –,23332028,2,1,1
Admin –,23332048,2,1,1
Admin –,23332053,2,1,1
Admin –,23332058,2,1,1
Admin –,23332063,2,1,1
Complia,23332068,2,5,1
Admin –,23332073,2,1,1
IPO2022,23332078,2,1,1
Admin –,23332083,2,1,1
Admin –,23332088,2,2,1
Admin –,23332093,2,1,1
Admin –,23332098,2,2,1
AUD2022,23328413,2,1,0
AUD2022,23328433,1,1,1
工程专项审计,23328443,2,5,1
Project,23328448,2,4,1
Project,23328458,2,4,1
Project,23328468,2,4,1
AUP2022,23328533,2,1,1
AUD2022,23328563,2,1,1
AUD2022,23328593,2,1,1
AUD2022,23328733,2,1,1
AUD2022,23328738,2,1,1
IPO2021,23328743,2,1,1
Project,23328763,2,4,1
Project,23328768,2,4,1
Antisep,23328838,2,5,1
Admin –,23332113,2,1,1
Admin –,23332118,2,4,1
Admin –,23332123,2,1,1
Admin –,23332128,2,4,1
Admin –,23332133,2,1,1
AUD2022,23332138,2,1,1
Admin –,23332143,2,3,1
Admin –,23332148,2,1,1
Admin –,23332158,2,3,1
Admin –,23332163,2,5,1
AUD2022,23332168,2,1,1
Admin –,23332173,2,1,1
Admin –,23332183,2,5,1
Admin –,23332188,2,1,1
AUD2022,23332193,2,1,1
Admin –,23332198,2,5,1
Admin –,23332203,2,1,1
Admin –,23332213,2,5,1
Admin –,23332218,2,1,1
AUD2022,23332223,2,1,1
Admin –,23332228,2,2,1
Admin –,23332233,2,5,1
Admin –,23332238,2,4,1
Admin –,23332243,2,5,1
AUD2022,23332248,2,1,1
Admin –,23332253,2,3,1
Admin –,23332258,2,5,1
Admin –,23332263,2,1,1
Admin –,23332268,2,5,1
Admin –,23332273,2,1,1
AUD2022,23332278,2,1,1
Admin –,23332283,2,5,1
Admin –,23332288,2,1,1
Admin –,23332293,2,5,1
Admin –,23332298,2,1,1
Admin –,23332308,2,1,1
Admin –,23332318,2,2,1
Admin –,23332328,2,4,1
Admin –,23332338,2,3,1
AUD2022,23332353,2,1,1
AUD2022,23332373,2,1,1
Admin –,23332383,2,1,1
Admin –,23332388,2,1,1
AUD2022,23332393,2,1,1
Admin –,23332403,2,1,1
Admin –,23332408,2,1,1
AUD2022,23332413,2,1,1
Admin –,23332418,2,1,1
AUD2022,23332428,2,1,1
Admin –,23332433,2,1,1
AUD2022,23332443,2,1,1
Admin –,23332453,2,1,1
AUD2022,23332458,2,1,1
Admin –,23332468,2,1,1
AUD2022,23332478,2,1,1
Admin –,23332483,2,1,1
Admin –,23332488,2,3,1
Admin –,23332498,2,1,1
Admin –,23332503,2,1,1
Admin –,23332508,2,1,1
Admin –,23332513,2,1,1
Admin –,23332518,2,1,1
Admin –,23332528,2,1,1
Admin –,23332533,2,1,1
Admin –,23332538,2,1,1
Admin –,23332543,2,1,1
Admin –,23332553,2,1,1
Admin –,23332558,2,1,1
Admin –,23332563,2,1,1
Admin –,23332578,2,1,1
Admin –,23332583,2,2,1
Admin –,23332588,2,4,1
Admin –,23332598,2,3,1
Admin –,23332603,2,1,1
Admin –,23332608,2,1,1
Admin –,23332613,2,1,1
IPO2022,23332643,2,1,1
AUP2022,23332648,2,1,1
AUP2022,23332688,1,1,1
Sino-Oc,23332743,2,3,1
AUP2022,23332793,1,1,1
AUD2022,23332798,2,1,0
SPC2022,23332808,2,1,1
FAA2022,23332883,2,1,1
FAA2022,23332893,2,1,1
IPO2021,23333008,2,1,1
NTS2022,23333088,1,1,1
AUD2022,23333113,2,1,1
AUD2012,23333178,2,1,1
2022 Gr,23333203,1,3,1
CAP2023,23333263,1,1,1
FAA2022,23333268,2,1,1
AUP2022,23333313,2,1,1
AUP2022,23333348,2,1,1
SPC2022,23333358,2,1,1
AUD2022,23333368,1,1,1
SPC2022,23333388,2,1,1
SPC2022,23333418,2,1,1
AUD2022,23333468,2,1,1
AUD2022,23333553,1,1,1
AUD2022,23333563,2,1,0
AUD2022,23333618,2,1,1
富港热电工程建,23333633,2,5,1
Admin –,23333688,2,1,1
AUD2021,23333708,2,1,1
AUP2022,23333713,2,1,1
AUD2022,23333718,2,1,1
BDBD-CM,23333723,1,2,1
