id,eng_type
90327,101
90338,101
90352,101
90353,201
90356,101
90366,101
90375,101
90376,101
90378,101
90379,101
90380,101
90382,101
90383,101
90385,101
90386,101
90387,101
90389,101
90391,101
90392,101
90394,101
90395,101
90411,101
90413,101
90414,101
90423,101
90432,101
90433,101
90439,101
90443,101
90446,101
90448,101
90450,101
90452,101
90465,101
90472,101
90474,101
90478,101
90480,101
90499,101
90507,101
90519,101
90553,201
90555,201
90574,201
90575,201
90576,201
90577,201
90578,201
90579,201
90580,201
90581,201
90582,201
90583,201
90584,201
90585,201
90586,201
90587,201
90588,201
90589,201
90590,201
90598,101
90623,101
90630,101
90644,101
90649,101
90654,101
90659,101
90660,101
90664,201
90666,201
90667,201
90668,201
90672,101
90673,101
90674,101
90712,101
90722,101
90732,101
90735,101
90739,101
90742,101
90746,101
90757,101
90773,101
90777,101
90787,101
90788,101
90799,101
90828,101
90829,101
90855,201
90858,101
90861,101
90871,201
90881,101
90892,101
90916,101
90927,201
90928,201
90947,101
90949,101
90951,101
90953,101
90954,101
90956,101
90966,101
90976,101
91001,101
91017,101
91037,101
91040,201
91042,101
91057,101
91073,101
91084,201
91091,101
91098,101
91100,201
91101,101
91109,101
91110,101
91114,101
91118,101
91119,101
91142,101
91144,101
91151,201
91156,201
91157,201
91158,201
91168,101
91172,101
91181,101
91182,101
91183,101
91195,101
91196,101
91208,101
91209,101
91213,101
91226,201
91227,201
91228,201
91253,101
91266,101
91267,101
91289,101
91291,101
91303,101
91305,101
91307,101
91327,101
91328,101
91338,101
91344,101
91350,101
91367,101
91369,101
91382,101
91387,101
91388,201
91397,101
91412,101
91422,101
91423,101
91425,101
91447,101
91472,101
91495,101
91497,101
91525,101
91542,101
91545,101
91554,101
91563,101
91590,101
91609,101
91623,101
91648,101
91649,101
91653,101
91661,101
91662,101
91684,201
91690,101
91692,101
91695,101
91696,101
91699,101
91701,101
91703,101
91705,101
91708,101
91711,101
91712,101
91714,101
91715,101
91716,101
91718,101
91719,101
91721,101
91722,101
91723,101
91724,101
91727,101
91728,101
91729,101
91730,101
91731,101
91733,101
91735,101
91738,101
91739,101
91741,101
91742,101
91743,101
91747,101
91749,101
91750,101
91751,101
91752,101
91753,101
91754,101
91757,101
91758,101
91759,101
91761,101
91763,101
91764,101
91769,101
91772,101
91773,101
91774,101
91776,101
91777,101
91779,101
91782,101
91785,101
91787,101
91790,101
91793,101
91798,101
91801,101
91808,101
91809,101
91810,101
91818,101
91822,101
91825,101
91826,101
91832,101
91838,101
91845,101
91847,101
91848,101
91850,101
91851,101
91855,101
91859,101
91860,101
91861,101
91862,101
91871,101
91879,101
91888,101
91892,101
91900,101
91912,101
91922,101
91936,201
91953,201
91960,101
91961,101
91970,101
91976,101
91980,101
91981,101
91984,101
91986,101
91987,101
91989,101
91990,101
91994,101
91996,101
92006,101
92007,101
92009,101
92023,201
92024,101
92037,101
92039,101
92044,101
92048,101
92057,101
92059,101
92073,101
92082,101
92087,101
92098,101
92103,101
92112,101
92114,101
92115,101
92123,101
92124,101
92127,101
92131,101
92154,101
92161,101
92173,101
92177,101
92184,101
92187,101
92196,101
92197,101
92199,101
92215,101
92224,101
92226,101
92229,101
92254,101
92260,101
92281,101
92283,101
92284,101
92285,101
92290,101
92292,101
92299,101
92304,101
92312,101
92317,101
92319,101
92320,101
92338,201
92413,201
92415,101
92416,101
92417,101
92426,101
92428,101
92445,101
92448,101
92453,101
92457,101
92460,101
92467,101
92471,101
92482,101
92485,101
92498,101
92500,101
92503,101
92504,101
92505,101
92513,101
92550,101
92567,101
92572,101
92574,101
92575,101
92579,101
92588,101
92593,101
92598,101
92607,101
92612,101
92613,101
92616,101
92626,201
92627,201
92628,201
92629,201
92630,201
92643,101
92646,101
92655,101
92657,101
92668,101
92680,101
92685,101
92686,101
92693,101
92701,101
92702,101
92703,101
92727,101
92737,101
92738,101
92739,101
92744,101
92747,101
92752,101
92757,101
92763,101
92764,101
92767,101
92774,101
92794,101
92807,201
92808,201
92809,201
92810,201
92811,201
92812,201
92813,201
92819,201
92820,201
92821,201
92822,201
92828,101
92836,101
92845,101
92848,101
92852,101
92854,101
92859,101
92862,101
92885,101
93041,101
93048,101
93051,101
93096,101
93126,101
93127,101
93128,101
93164,101
93172,201
93173,201
93174,201
93176,201
93177,101
93201,101
93204,101
93205,101
93233,101
93237,101
93238,101
93240,101
93241,101
93248,101
93251,101
93253,201
93254,201
93261,101
93263,101
93267,101
93268,101
93271,101
93273,101
93274,101
93286,101
93295,101
93296,101
93297,101
93298,101
93303,101
93304,101
93311,101
93315,101
93316,101
93324,101
93338,101
93340,201
93344,101
93345,101
93359,101
93367,101
93368,101
93370,101
93377,101
93384,101
93394,101
93410,101
93414,101
93418,101
93423,101
93429,101
93436,101
93451,101
93452,101
93460,101
93472,101
93479,101
93488,101
93492,101
93493,101
93508,101
93511,101
93515,101
93520,101
93523,101
93527,101
93528,201
93532,101
93533,101
93536,101
93550,101
93551,101
93554,101
93555,101
93558,101
93565,101
93566,101
93571,101
93595,101
93606,101
93612,101
93615,101
93632,101
93637,101
93642,101
93643,101
93651,101
93652,101
93653,101
93656,101
93658,101
93659,101
93660,101
93672,101
93673,101
93678,101
93680,101
93683,101
93685,101
93687,101
93688,101
93689,101
93691,101
93692,101
93700,101
93704,101
93708,101
93711,101
93721,101
93725,101
93726,101
93732,101
93736,101
93739,101
93740,101
93751,101
93752,101
93757,101
93762,101
93770,101
93788,101
93795,101
93797,101
93809,101
93815,101
93816,101
93817,101
93819,101
93824,101
93840,101
93843,101
93847,101
93848,101
93851,101
93860,101
93862,101
93863,101
93864,101
93885,101
93888,101
93893,101
93895,101
93912,101
93918,101
93925,101
93926,101
93928,101
93929,101
93931,101
93932,101
93933,101
93934,101
93935,101
93936,101
93937,101
93938,101
93939,101
93941,101
93942,101
93943,101
93944,101
93953,101
93969,101
93970,101
93973,101
93977,101
94001,101
94003,101
94006,101
94012,101
94021,101
94026,101
94028,101
94035,101
94054,101
94056,101
94057,101
94064,101
94067,101
94069,101
94073,101
94074,101
94075,101
94077,101
94078,101
94088,101
94089,101
94092,101
94095,101
94096,101
94109,101
94110,101
94111,101
94114,101
94115,101
94116,101
94117,101
94118,101
94119,101
94138,101
94139,101
94140,101
94143,101
94145,101
94153,101
94161,101
94162,101
94163,101
94166,101
94170,101
94174,101
94179,101
94185,101
94189,101
94192,101
94193,101
94194,101
94195,101
94197,101
94207,101
94209,101
94211,101
94223,101
94232,101
94241,101
94266,101
94278,101
94280,101
94281,101
94285,101
94286,101
94287,201
94293,101
94315,101
