id,eng_type
100139,101
100141,101
100147,101
100150,101
100155,101
100157,101
100158,101
100164,101
100176,101
100178,101
100181,101
100184,101
100191,101
100193,101
100196,101
100201,101
100206,101
100207,101
100208,101
100210,101
100222,101
100230,101
100234,101
100239,101
100243,101
100244,101
100245,101
100247,101
100250,101
100253,101
100270,101
100284,101
100296,101
100297,101
100299,101
100300,101
100303,101
100324,101
100325,101
100329,101
100330,101
100331,101
100332,101
100333,101
100334,101
100335,101
100336,101
100337,101
100338,101
100339,101
100340,101
100341,101
100345,101
100346,101
100348,101
100349,101
100350,101
100351,101
100352,101
100354,101
100355,101
100356,101
100357,101
100358,101
100359,101
100361,101
100362,101
100363,101
100364,101
100365,101
100366,101
100367,101
100368,101
100369,101
100370,101
100371,101
100372,101
100373,101
100374,101
100375,101
100376,101
100377,101
100378,101
100379,101
100380,101
100381,101
100382,101
100384,101
100385,101
100386,101
100387,101
100388,101
100389,101
100391,101
100392,101
100393,101
100394,101
100395,101
100396,101
100397,101
100398,101
100399,101
100400,101
100401,101
100402,101
100403,101
100404,101
100405,101
100406,101
100407,101
100408,101
100409,101
100410,101
100412,101
100413,101
100414,101
100415,101
100416,101
100417,101
100418,101
100419,101
100420,101
100421,101
100423,101
100425,101
100426,101
100428,101
100429,101
100430,101
100431,101
100432,101
100433,101
100434,101
100435,101
100436,101
100437,101
100438,101
100439,101
100440,101
100441,101
100442,101
100444,101
100445,101
100446,101
100447,101
100450,101
100451,101
100452,101
100453,101
100454,101
100455,101
100456,101
100457,101
100459,101
100467,101
100468,101
100477,101
100480,101
100481,101
100482,101
100483,101
100484,101
100495,101
100513,101
100518,101
100522,101
100527,101
100536,101
100540,101
100543,101
100544,101
100545,101
100548,101
100550,101
100551,101
100552,101
100554,101
100555,101
100556,101
100557,101
100560,101
100566,101
100568,101
100571,101
100577,101
100578,101
100579,101
100580,101
100581,101
100583,101
100586,101
100588,101
100593,101
100596,101
100600,101
100601,101
100602,101
100604,101
100605,101
100610,101
100612,101
100614,101
100620,101
100631,101
100639,101
100649,101
100654,101
100655,101
100657,101
100658,101
100660,101
100661,101
100669,101
100674,101
100677,101
100679,101
100682,101
100691,101
100707,101
100726,101
100727,101
100738,101
100739,101
100744,101
100746,101
100750,101
100751,101
100753,101
100755,101
100756,101
100757,101
100777,101
100782,101
100788,101
100795,101
100796,101
100797,101
100798,101
100808,101
100810,101
100812,101
100813,101
100815,101
100816,101
100817,101
100822,101
100825,101
100827,101
100836,101
100840,101
100842,101
100844,101
100847,101
100849,101
100852,101
100853,101
100856,101
100864,101
100871,101
100882,101
100883,101
100888,101
100896,101
100897,101
100899,101
100917,101
100920,101
100938,101
100939,201
100940,201
100941,201
100942,201
100943,201
100944,201
100945,201
100946,201
100947,201
100949,101
100953,101
100954,101
100955,101
100965,101
100967,101
100968,101
100972,101
100976,101
100977,101
100978,101
100980,101
100981,101
100988,101
100998,101
101000,101
101003,101
101004,101
101005,101
101006,101
101017,101
101018,101
101025,101
101030,101
101031,101
101032,101
101033,101
101035,101
101038,101
101041,101
101044,101
101057,101
101062,101
101063,101
101065,101
101068,101
101070,101
101074,101
101076,101
101078,101
101081,101
101084,101
101086,101
101087,101
101089,101
101090,101
101092,101
101097,101
101098,101
101099,101
101100,101
101103,101
101105,101
101106,101
101107,101
101108,101
101109,101
101121,101
101122,101
101123,101
101124,101
101143,101
101144,101
101162,101
101167,101
101169,101
101170,101
101171,101
101173,101
101175,101
101176,101
101177,101
101178,101
101179,101
101180,101
101191,101
101193,101
101194,101
101195,101
101196,101
101197,101
101198,101
101201,101
101209,101
101210,101
101211,101
101212,101
101213,101
101214,101
101215,101
101216,101
101219,101
101220,101
101221,101
101222,101
101225,101
101229,101
101233,101
101236,101
101245,101
101247,101
101248,101
101252,101
101253,101
101254,101
101260,101
101270,101
101275,101
101291,101
101292,201
101293,201
101294,201
101296,201
101297,201
101298,201
101300,201
101302,201
101304,201
101310,201
101311,201
101313,201
101315,201
101318,201
101326,101
101329,101
101335,101
101343,201
101344,201
101345,201
101346,201
101347,201
101348,201
101349,201
101350,201
101354,101
101366,101
101371,101
101372,101
101375,101
101381,101
101382,101
101386,101
101389,101
101398,101
101410,101
101411,101
101421,101
101422,101
101426,101
101427,101
101431,101
101435,101
101440,101
101456,101
101457,101
101470,101
101472,101
101476,101
101480,101
101482,101
101487,101
101492,101
101508,101
101509,101
101524,101
101530,101
101531,101
101532,101
101536,101
101539,101
101540,101
101541,101
101542,101
101547,101
101548,101
101551,101
101552,101
101553,101
101561,101
101569,101
101571,101
101584,101
101591,101
101596,101
101599,101
101602,101
101622,101
101624,101
101642,101
101643,101
101644,101
101645,101
101647,101
101654,101
101655,101
101656,101
101657,101
101659,101
101662,101
101663,101
101665,101
101669,101
101672,101
101677,101
101693,101
101697,101
101706,101
101710,101
101711,101
101718,101
101719,101
101731,201
101764,101
101766,101
101774,101
101780,101
101798,101
101802,101
101805,101
101806,101
101812,101
101818,101
101821,101
101823,101
101827,101
101850,101
101852,101
101862,101
101877,101
101879,101
101880,101
101881,101
101882,101
101883,101
101885,101
101892,101
101896,101
101898,101
101905,101
101908,101
101909,101
101913,101
101921,101
101928,101
101939,101
101952,101
101961,101
101966,101
101974,101
101975,101
101978,101
101979,101
101980,101
101981,101
101982,101
101983,101
101984,101
101986,101
101987,101
101988,101
101990,101
101991,101
101992,101
101993,101
101995,101
101996,101
101998,101
101999,101
102000,101
102001,101
102017,101
102022,101
102024,101
102029,101
102032,101
102035,101
102036,101
102040,101
102045,101
102050,101
102051,101
102053,101
102054,101
102066,101
102079,101
102080,101
102084,101
102085,101
102087,101
102088,101
102095,101
102098,101
102101,101
102105,101
102111,101
102114,101
102115,101
102126,101
102128,201
102144,101
102165,101
102166,101
102168,101
102172,101
102174,101
102186,101
102189,101
102202,101
102203,101
102218,101
102219,101
102220,101
102225,101
102236,101
102239,101
102242,101
102246,101
102260,101
102261,101
102268,101
102270,101
102271,101
102273,101
102279,101
102281,101
102282,101
102285,101
102287,101
102289,101
102294,101
102295,101
102297,101
102301,101
102303,101
102304,101
102314,101
102325,101
102332,101
102333,101
102334,101
102336,101
102337,101
102340,101
102342,101
102346,101
102347,101
102350,101
102356,101
102375,101
102380,101
102388,101
102389,101
102392,101
102394,101
102399,101
102403,101
102408,101
102410,101
102411,101
102412,101
102416,101
102417,101
102418,101
102427,101
102448,101
102450,101
102451,101
102452,101
102455,101
102466,101
102468,101
102470,101
102472,101
102475,101
102476,101
102484,101
102489,101
102492,101
102494,101
102497,101
102500,101
102501,101
102504,101
102506,101
102512,101
102566,101
102581,201
102582,101
102594,101
102608,101
102610,101
102620,101
102625,101
102626,101
102628,101
102629,101
102630,201
102631,101
102632,101
102633,101
102645,101
102648,101
102660,101
102662,101
102674,101
102675,101
102680,101
102683,101
102684,101
102687,101
102691,101
102692,101
102693,101
102694,101
102696,101
102710,101
102713,101
102714,101
102718,101
102719,101
102724,101
102726,101
102728,101
102738,101
102759,101
102766,101
102768,101
102770,101
102806,101
102807,101
102809,101
102813,101
102818,101
102822,101
102824,101
102825,101
102828,101
102833,101
102834,101
102835,101
102837,101
102838,101
102845,101
102848,101
102853,101
102861,101
102863,101
102864,101
102866,101
102869,101
102870,101
102876,101
102878,101
102880,201
102891,101
102894,101
102906,101
102919,101
102926,101
102927,101
102931,101
102932,101
102933,101
102934,101
102935,101
102936,101
102946,101
102947,101
102979,101
102981,101
102986,101
102998,101
102999,101
103005,101
103024,101
103025,101
103034,101
103037,101
103043,101
103057,101
103058,101
103059,101
103068,101
103078,101
103081,101
103083,101
103084,101
103088,101
103096,101
103097,101
103098,101
103100,101
103103,101
103106,101
103107,101
103111,101
103130,101
103148,101
103151,101
103156,101
103157,101
103171,101
103172,101
103173,101
103174,101
103175,101
103176,101
103180,101
103185,101
103197,101
103200,101
103205,101
103215,101
103218,101
103226,101
103236,101
103238,101
103242,101
103245,101
103248,101
103249,101
103251,101
103252,101
103253,101
103254,101
103256,101
103259,101
103261,101
103263,101
103266,101
103268,101
103272,101
103277,101
103279,101
103280,101
103281,101
103284,101
103285,101
103287,101
103288,101
103290,101
103291,101
103292,101
103294,101
103295,101
103296,101
103298,101
103299,101
103301,101
103302,101
103304,101
103305,101
103307,101
103309,101
103311,101
103312,101
103313,101
103314,101
103316,101
103317,101
103318,101
103319,101
103320,101
103321,101
103322,101
103323,101
103336,101
103341,101
103342,101
103343,101
103344,101
103349,101
103350,101
103353,101
103359,101
103361,101
103365,101
103378,101
103384,101
103391,201
103400,101
103401,101
103404,101
103408,101
103413,101
103414,101
103415,101
103416,101
103418,101
103421,101
103422,101
103423,101
103426,101
103429,101
103434,101
103439,101
103443,101
103447,101
103452,101
103454,101
103464,101
103465,101
103467,101
103473,101
103487,101
103504,101
103509,101
103522,101
103525,101
103531,101
103539,101
103542,101
103543,101
103544,101
103547,101
103549,101
103550,101
103563,101
103566,101
103569,101
103570,101
103573,101
103580,101
103588,101
103592,101
103594,101
103615,101
103616,201
103617,101
103618,101
103625,101
103626,101
103635,101
103636,101
103639,101
103641,101
103644,101
103648,101
103649,201
103650,101
103652,101
103653,101
103656,201
103657,201
103658,201
103659,201
103660,201
103661,101
103662,201
103663,201
103664,101
103665,101
103666,101
103668,101
103671,101
103672,101
103674,101
103675,101
103676,101
103677,101
103681,101
103686,101
103687,101
103689,101
103691,101
103697,101
103701,101
103709,101
103718,101
103721,101
103724,101
103727,101
103728,101
103741,101
103742,101
103745,101
103746,101
103747,101
103748,101
103764,101
103765,101
103766,101
103770,101
103771,101
103774,101
103780,101
103781,101
103787,101
103788,101
103789,101
103790,101
103792,101
103808,101
103822,101
103823,101
103829,101
103831,101
103843,101
103844,101
103856,101
103860,101
103863,101
103866,101
103874,101
103878,101
103892,101
103893,101
103899,101
103902,101
103903,101
103904,101
103908,101
103912,101
103913,101
103914,101
103915,101
103919,101
103938,101
103940,101
103951,101
103966,101
103992,101
103993,101
103995,101
104001,101
104010,101
104011,101
104013,101
104015,101
104016,101
104017,101
104018,101
104019,101
104020,101
104023,101
104030,101
104031,101
104035,101
104073,101
104076,101
104079,101
104086,101
104092,101
104095,201
104103,101
104108,101
104115,101
104117,101
104126,101
104130,101
104135,101
104142,201
104145,101
104147,101
104148,101
104150,101
104153,101
104154,101
104157,101
104176,101
104177,101
104180,101
104182,101
104184,101
104186,101
104187,101
104188,101
104189,101
104191,101
104193,101
104195,101
104196,101
104197,101
104198,101
104199,101
104200,101
104201,101
104205,101
104217,101
104220,101
104221,101
104230,101
104233,101
104238,101
104239,101
104240,101
104241,101
104242,101
104244,101
104250,101
104255,101
104259,101
104267,101
104269,101
104271,101
104273,101
104277,101
104279,101
104284,101
104288,101
104293,101
104294,101
104295,101
104296,101
104297,101
104298,101
104311,101
104326,101
104329,101
104332,101
104334,101
104340,201
104349,101
104350,101
104355,101
104361,101
104366,101
104367,101
104368,101
104369,101
104370,101
104372,101
104373,101
104375,101
104377,101
104378,101
104380,101
104382,101
104385,101
104387,101
104395,101
104396,101
104400,101
104406,101
104408,101
104410,101
104411,101
104422,101
104428,101
104435,101
104436,101
104449,101
104450,101
104452,101
104455,101
104456,101
104457,101
104460,101
104465,101
104467,101
104468,101
104469,101
104481,101
104482,101
104485,101
104502,101
104504,101
104508,101
104516,101
104523,101
104530,101
104533,101
104534,201
104536,101
104540,101
104543,101
104546,101
104559,101
104565,101
104566,101
104579,101
104584,101
104587,101
104588,101
104590,101
104591,101
104592,101
104593,101
104603,101
104605,101
104612,101
104613,101
104622,101
104623,101
104626,101
104627,101
104633,101
104639,101
104644,101
104647,101
104655,101
104659,101
104664,101
104668,101
104678,101
104688,101
104690,101
104708,101
104712,101
104734,101
104740,101
104741,101
104747,101
104750,101
104757,101
104765,101
104766,101
104775,101
104776,101
104777,101
104778,101
104782,101
104798,101
104799,101
104801,101
104802,101
104808,101
104809,101
104810,101
104829,101
104843,101
104845,101
104850,101
104853,101
104860,101
104867,101
104868,101
104869,101
104870,101
104871,101
104878,101
104882,101
104887,101
104892,101
104893,101
104898,101
104901,101
104908,101
104922,101
104927,101
104938,101
104962,101
104963,101
104964,101
104965,101
104966,101
104970,101
104975,101
104980,101
104981,101
104982,101
104996,101
105003,101
105006,101
105008,101
105011,101
105020,101
105050,101
105054,101
105062,101
105063,101
105064,101
105070,101
105074,101
105089,101
105090,101
105096,101
105098,101
105100,101
105107,101
105112,101
105114,101
105116,101
105117,101
105123,101
105132,101
105137,101
105138,101
105140,101
105154,101
105155,101
105156,101
105159,101
105168,101
105170,101
105171,101
105172,101
105179,101
105182,101
105183,101
105185,101
105187,101
105189,101
105190,101
105191,101
105192,101
105194,101
105195,101
105196,101
105197,101
105198,101
105200,101
105201,101
105202,101
105203,101
105205,101
105206,101
105207,101
105208,101
105209,101
105211,101
105212,101
105213,101
105214,101
105215,101
105216,101
105217,101
105218,101
105220,101
105222,101
105223,101
105224,101
105225,101
105226,101
105227,101
105229,101
105230,101
105231,101
105232,101
105233,101
105234,101
105236,101
105237,101
105239,101
105240,101
105241,101
105242,101
105243,101
105244,101
105245,101
105246,101
105249,101
105250,101
105251,101
105252,101
105253,101
105254,101
105257,101
105258,101
105259,101
105260,101
105261,101
105262,101
105263,101
105264,101
105266,101
105267,101
105268,101
105269,101
105271,101
105272,101
105275,101
105276,101
105278,101
105280,101
105281,101
105282,101
105283,101
105284,101
105285,101
105286,101
105287,101
105288,101
105289,101
105290,101
105291,101
105293,101
105295,101
105296,101
105297,101
105298,101
105299,101
105300,101
105301,101
105303,101
105304,101
105305,101
105306,101
105307,101
105308,101
105309,101
105311,101
105312,101
105313,101
105314,101
105315,101
105316,101
105317,101
105318,101
105319,101
105320,101
105322,101
105323,101
105325,101
105326,101
105328,101
105329,101
105330,101
105332,101
105333,101
105334,101
105336,101
105337,101
105339,101
105341,101
105342,101
105343,101
105344,101
105345,101
105346,101
105347,101
105349,101
105354,101
105355,101
105356,101
105357,101
105358,101
105359,101
105360,101
105361,101
105363,101
105364,101
105365,101
105366,101
105367,101
105368,101
105369,101
105370,101
105374,101
105375,101
105377,101
105378,101
105379,101
105380,101
105381,101
105382,101
105383,101
105384,101
105385,101
105386,101
105387,101
105388,101
105389,101
105391,101
105392,101
105393,101
105395,101
105396,101
105398,101
105399,101
105400,101
105401,101
105402,101
105403,101
105406,101
105407,101
105408,101
105411,101
105413,101
105414,101
105415,101
105416,101
105418,101
105420,101
105421,101
105422,101
105423,101
105424,101
105425,101
105426,101
105427,101
105428,101
105429,101
105430,101
105431,101
105432,101
105434,101
105435,101
105437,101
105438,101
105439,101
105440,101
105441,101
105443,101
105444,101
105445,101
105446,101
105447,101
105448,101
105451,101
105453,101
105455,101
105457,101
105459,101
105460,101
105461,101
105462,101
105463,101
105464,101
105465,101
105467,101
105468,101
105471,101
105472,101
105473,101
105474,101
105475,101
105476,101
105477,101
105478,101
105479,101
105480,101
105482,101
105483,101
105485,101
105486,101
105487,101
105490,101
105491,101
105492,101
105493,101
105494,101
105495,101
105496,101
105497,101
105499,101
105500,101
105501,101
105502,101
105503,101
105505,101
105509,101
105510,101
105511,101
105512,101
105513,101
105516,101
105517,101
105518,101
105519,101
105520,101
105521,101
105523,101
105524,101
105527,101
105528,101
105529,101
105530,101
105531,101
105532,101
105533,101
105535,101
105536,101
105538,101
105539,101
105540,101
105541,101
105542,101
105543,101
105544,101
105545,101
105546,101
105548,101
105549,101
105552,101
105553,101
105554,101
105555,101
105556,101
105557,101
105559,101
105560,101
105561,101
105563,101
105564,101
105565,101
105567,101
105568,101
105569,101
105570,101
105571,101
105573,101
105575,101
105576,101
105577,101
105578,101
105579,101
105581,101
105582,101
105584,101
105585,101
105587,101
105588,101
105589,101
105593,101
105594,101
105595,101
105596,101
105597,101
105599,101
105601,101
105603,101
105604,101
105605,101
105607,101
105608,101
105609,101
105610,101
105611,101
105612,101
105613,101
105614,101
105615,101
105616,101
105617,101
105618,101
105620,101
105621,101
105622,101
105623,101
105624,101
105625,101
105626,101
105627,101
105628,101
105629,101
105630,101
105631,101
105632,101
105634,101
105636,101
105637,101
105638,101
105639,101
105641,101
105642,101
105643,101
105644,101
105645,101
105646,101
105647,101
105648,101
105649,101
105650,101
105651,101
105652,101
105653,101
105654,101
105655,101
105657,101
105658,101
105659,101
105660,101
105662,101
105663,101
105665,101
105666,101
105667,101
105668,101
105670,101
105671,101
105673,101
105676,101
105677,101
105678,101
105679,101
105680,101
105681,101
105682,101
105683,101
105684,101
105685,101
105686,101
105687,101
105689,101
105690,101
105692,101
105693,101
105694,101
105696,101
105697,101
105698,101
105699,101
105700,101
105703,101
105704,101
105705,101
105706,101
105708,101
105710,101
105712,101
105714,101
105716,101
105718,101
105720,101
105722,101
105723,101
105726,101
105727,101
105728,101
105729,101
105731,101
105732,101
105733,101
105734,101
105735,101
105736,101
105737,101
105738,101
105739,101
105740,101
105741,101
105743,101
105745,101
105748,101
105749,101
105750,101
105752,101
105753,101
105754,101
105755,101
105756,101
105760,101
105761,101
105762,101
105765,101
105768,101
105770,101
105772,101
105775,101
105778,101
105779,101
105780,101
105783,101
105784,101
105785,101
105786,101
105787,101
105789,101
105790,101
105791,101
105793,101
105794,101
105795,101
105796,101
105797,101
105800,101
105801,101
105802,101
105804,101
105805,101
105806,101
105807,101
105808,101
105809,101
105811,101
105812,101
105813,101
105814,101
105815,101
105818,101
105819,101
105820,101
105822,101
105826,101
105828,101
105829,101
105830,101
105831,101
105832,101
105833,101
105835,101
105836,101
105837,101
105838,101
105839,101
105840,101
105842,101
105844,101
105845,101
105846,101
105847,101
105848,101
105850,101
105852,101
105853,101
105854,101
105855,101
105857,101
105859,101
105861,101
105863,101
105865,101
105866,101
105868,101
105869,101
105870,101
105871,101
105872,101
105874,101
105875,101
105876,101
105877,101
105878,101
105879,101
105880,101
105881,101
105882,101
105884,101
105885,101
105886,101
105887,101
105888,101
105889,101
105890,101
105891,101
105892,101
105894,101
105895,101
105896,101
105897,101
105898,101
105900,101
105901,101
105902,101
105904,101
105906,101
105907,101
105909,101
105911,101
105912,101
105913,101
105914,101
105915,101
105917,101
105918,101
105919,101
105921,101
105922,101
105924,101
105925,101
105926,101
105927,101
105928,101
105929,101
105930,101
105931,101
105932,101
105933,101
105934,101
105935,101
105936,101
105937,101
105938,101
105939,101
105940,101
105941,101
105943,101
105944,101
105945,101
105947,101
105948,101
105950,101
105951,101
105952,101
105953,101
105955,101
105957,101
105958,101
105959,101
105960,101
105962,101
105963,101
105964,101
105966,101
105968,101
105969,101
105970,101
105971,101
105972,101
105973,101
105974,101
105975,101
105976,101
105978,101
105979,101
105980,101
105981,101
105982,101
105984,101
105985,101
105986,101
105988,101
105990,101
105992,101
105993,101
105994,101
105995,101
105996,101
105997,101
105998,101
105999,101
106000,101
106001,101
106003,101
106004,101
106007,101
106008,101
106010,101
106013,101
106014,101
106015,101
106016,101
106018,101
106019,101
106020,101
106022,101
106023,101
106025,101
106026,101
106027,101
106029,101
106032,101
106033,101
106034,101
106036,101
106037,101
106038,101
106039,101
106040,101
106041,101
106042,101
106043,101
106044,101
106047,101
106048,101
106049,101
106050,101
106051,101
106052,101
106053,101
106054,101
106055,101
106057,101
106058,101
106059,101
106060,101
106061,101
106062,101
106063,101
106064,101
106065,101
106066,101
106068,101
106069,101
106070,101
106071,101
106072,101
106074,101
106075,101
106077,101
106078,101
106079,101
106080,101
106081,101
106082,101
106083,101
106084,101
106085,101
106086,101
106087,101
106088,101
106089,101
106090,101
106091,101
106092,101
106093,101
106094,101
106097,101
106098,101
106099,101
106100,101
106101,101
106102,101
106103,101
106104,101
106105,101
106106,101
106107,101
106108,101
106109,101
106110,101
106111,101
106112,101
106113,101
106114,101
106115,101
106116,101
106118,101
106119,101
106120,101
106121,101
106123,101
106124,101
106126,101
106129,101
106132,101
106133,101
106134,101
106135,101
106136,101
106139,101
106140,101
106141,101
106142,101
106143,101
106144,101
106145,101
106146,101
106147,101
106149,101
106151,101
106152,101
106153,101
106154,101
106155,101
106158,101
106159,101
106160,101
106162,101
106163,101
106164,101
106165,101
106166,101
106167,101
106168,101
106170,101
106171,101
106172,101
106173,101
106174,101
106176,101
106178,101
106179,101
106180,101
106182,101
106184,101
106185,101
106186,101
106187,101
106189,101
106192,101
106193,101
106194,101
106195,101
106196,101
106197,101
106198,101
106199,101
106200,101
106202,101
106203,101
106204,101
106205,101
106206,101
106207,101
106208,101
106210,101
106211,101
106212,101
106213,101
106214,101
106216,101
106217,101
106218,101
106219,101
106220,101
106221,101
106222,101
106223,101
106225,101
106226,101
106227,101
106228,101
106229,101
106231,101
106233,101
106234,101
106235,101
106236,101
106238,101
106239,101
106240,101
106241,101
106243,101
106244,101
106245,101
106246,101
106247,101
106248,101
106249,101
106251,101
106252,101
106253,101
106254,101
106255,101
106256,101
106257,101
106258,101
106260,101
106261,101
106262,101
106263,101
106265,101
106266,101
106267,101
106268,101
106270,101
106271,101
106272,101
106273,101
106274,101
106275,101
106276,101
106277,101
106278,101
106279,101
106280,101
106281,101
106282,101
106284,101
106285,101
106286,101
106287,101
106290,101
106291,101
106293,101
106294,101
106295,101
106297,101
106298,101
106299,101
106301,101
106302,101
106303,101
106305,101
106306,101
106307,101
106308,101
106309,101
106310,101
106311,101
106312,101
106313,101
106315,101
106316,101
106317,101
106318,101
106321,101
106325,101
106326,101
106327,101
106328,101
106329,101
106330,101
106331,101
106332,101
106333,101
106334,101
106335,101
106336,101
106337,101
106338,101
106339,101
106340,101
106341,101
106342,101
106343,101
106344,101
106345,101
106346,101
106347,101
106348,101
106349,101
106350,101
106351,101
106352,101
106353,101
106354,101
106355,101
106356,101
106357,101
106358,101
106359,101
106361,101
106362,101
106363,101
106365,101
106366,101
106367,101
106368,101
106369,101
106370,101
106371,101
106372,101
106373,101
106374,101
106375,101
106376,101
106377,101
106378,101
106379,101
106380,101
106381,101
106382,101
106383,101
106384,101
106385,101
106387,101
106388,101
106389,101
106390,101
106391,101
106392,101
106394,101
106395,101
106396,101
106397,101
106398,101
106400,101
106401,101
106402,101
106403,101
106404,101
106405,101
106406,101
106407,101
106409,101
106410,101
106411,101
106412,101
106413,101
106415,101
106416,101
106417,101
106418,101
106419,101
106420,101
106421,101
106422,101
106423,101
106424,101
106425,101
106426,101
106427,101
106428,101
106429,101
106430,101
106431,101
106432,101
106435,101
106436,101
106437,101
106438,101
106439,101
106440,101
106441,101
106442,101
106443,101
106444,101
106445,101
106446,101
106447,101
106448,101
106449,101
106450,101
106451,101
106452,101
106454,101
106455,101
106456,101
106457,101
106458,101
106459,101
106460,101
106461,101
106462,101
106463,101
106464,101
106465,101
106466,101
106467,101
106468,101
106469,101
106471,101
106472,101
106473,101
106474,101
106475,101
106476,101
106477,101
106478,101
106479,101
106481,101
106482,101
106483,101
106484,101
106485,101
106487,101
106489,101
106490,101
106491,101
106492,101
106494,101
106495,101
106496,101
106500,101
106501,101
106502,101
106503,101
106504,101
106505,101
106506,101
106507,101
106508,101
106510,101
106511,101
106512,101
106513,101
106514,101
106515,101
106516,101
106517,101
106518,101
106520,101
106523,101
106524,101
106527,101
106529,101
106530,101
106531,101
106532,101
106533,101
106534,101
106535,101
106536,101
106537,101
106538,101
106539,101
106540,101
106541,101
106542,101
106543,101
106544,101
106545,101
106546,101
106547,101
106548,101
106549,101
106550,101
106551,101
106552,101
106553,101
106554,101
106555,101
106556,101
106557,101
106558,101
106559,101
106561,101
106562,101
106563,101
106564,101
106565,101
106566,101
106570,101
106571,101
106572,101
106573,101
106574,101
106575,101
106576,101
106577,101
106578,101
106579,101
106582,101
106583,101
106585,101
106586,101
106587,101
106588,101
106589,101
106591,101
106592,101
106593,101
106594,101
106597,101
106598,101
106600,101
106601,101
106602,101
106603,101
106604,101
106605,101
106607,101
106609,101
106610,101
106611,101
106613,101
106614,101
106615,101
106617,101
106618,101
106619,101
106620,101
106622,101
106623,101
106624,101
106625,101
106627,101
106628,101
106629,101
106630,101
106631,101
106632,101
106633,101
106634,101
106635,101
106638,101
106639,101
106641,101
106642,101
106644,101
106645,101
106646,101
106647,101
106648,101
106649,101
106650,101
106651,101
106653,101
106654,101
106656,101
106657,101
106658,101
106659,101
106661,101
106662,101
106663,101
106664,101
106665,101
106668,101
106669,101
106670,101
106671,101
106672,101
106673,101
106674,101
106676,101
106677,101
106678,101
106679,101
106680,101
106681,101
106683,101
106684,101
106685,101
106686,101
106687,101
106688,101
106689,101
106691,101
106693,101
106695,101
106696,101
106698,101
106699,101
106701,101
106702,101
106703,101
106704,101
106705,101
106706,101
106707,101
106708,101
106711,101
106712,101
106713,101
106715,101
106717,101
106718,101
106719,101
106720,101
106721,101
106723,101
106724,101
106725,101
106728,101
106730,101
106731,101
106733,101
106734,101
106736,101
106737,101
106740,101
106742,101
106743,101
106745,101
106747,101
106753,101
106755,101
106756,101
106757,101
106758,101
106759,101
106761,101
106762,101
106763,101
106764,101
106765,101
106766,101
106768,101
106769,101
106770,101
106771,101
106772,101
106773,101
106775,101
106776,101
106777,101
106778,101
106779,101
106780,101
106781,101
106782,101
106783,101
106784,101
106785,101
106786,101
106791,101
106792,101
106793,101
106795,101
106796,101
106797,101
106799,101
106800,101
106801,101
106802,101
106803,101
106804,101
106805,101
106806,101
106807,101
106808,101
106814,101
106816,101
106821,101
106822,101
106823,101
106824,101
106825,101
106826,101
106828,101
106829,101
106830,101
106832,101
106836,101
106838,101
106840,101
106841,101
106842,101
106843,101
106845,101
106846,101
106847,101
106848,101
106851,101
106852,101
106853,101
106854,101
106855,101
106856,101
106858,101
106859,101
106862,101
106864,101
106866,101
106868,101
106870,101
106871,101
106872,101
106873,101
106875,101
106876,101
106877,101
106879,101
106881,101
106883,101
106884,101
106885,101
106886,101
106887,101
106888,101
106889,101
106890,101
106892,101
106893,101
106894,101
106895,101
106896,101
106897,101
106898,101
106899,101
106900,101
106901,101
106902,101
106903,101
106904,101
106906,101
106907,101
106909,101
106914,101
106915,101
106916,101
106917,101
106918,101
106920,101
106921,101
106923,101
106924,101
106925,101
106926,101
106927,101
106928,101
106929,101
106930,101
106931,101
106933,101
106934,101
106935,101
106936,101
106937,101
106941,101
106942,101
106943,101
106944,101
106945,101
106946,101
106947,101
106948,101
106950,101
106951,101
106952,101
106953,101
106954,101
106955,101
106958,101
106959,101
106960,101
106962,101
106964,101
106965,101
106967,101
106968,101
106969,101
106972,101
106976,101
106977,101
106978,101
106979,101
106982,101
106984,101
106985,101
106986,101
106987,101
106988,101
106989,101
106990,101
106991,101
106993,101
106994,101
106995,101
106997,101
107000,101
107001,101
107006,101
107007,101
107008,101
107013,101
107015,101
107016,101
107019,101
107020,101
107021,101
107023,101
107024,101
107025,101
107026,101
107027,101
107029,101
107030,101
107031,101
107032,101
107033,101
107034,101
107035,101
107036,101
107037,101
107038,101
107040,101
107041,101
107042,101
107044,101
107045,101
107046,101
107047,101
107048,101
107051,101
107052,101
107053,101
107055,101
107056,101
107058,101
107060,101
107063,101
107064,101
107065,101
107066,101
107067,101
107068,101
107069,101
107070,101
107071,101
107074,101
107076,101
107077,101
107080,101
107082,101
107083,101
107084,101
107087,101
107089,101
107090,101
107092,101
107093,101
107094,101
107095,101
107097,101
107098,101
107101,101
107103,101
107104,101
107107,101
107108,101
107110,101
107111,101
107112,101
107116,101
107117,101
107118,101
107119,101
107120,101
107122,101
107123,101
107124,101
107125,101
107127,101
107128,101
107129,101
107130,101
107131,101
107132,101
107134,101
107137,101
107138,101
107140,101
107144,101
107146,101
107147,101
107149,101
107150,101
107152,101
107153,101
107154,101
107155,101
107156,101
107157,101
107158,101
107159,101
107162,101
107163,101
107164,101
107167,101
107168,101
107170,101
107171,101
107172,101
107174,101
107175,101
107176,101
107178,101
107180,101
107183,101
107184,101
107185,101
107186,101
107187,101
107188,101
107191,101
107192,101
